"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","CPS Architecture and Layers","MING Stack Components and Protocols","Key Findings and Challenges"
"Project-based learning for engineering students in the context of industry 4.0: application to automotive assembly system","https://scispace.com/paper/project-based-learning-for-engineering-students-in-the-uxs3rk7z","2023","Journal Article","Proceedings of the Design Society","Jean-Marie Malhaire
Alain-Jérôme Fougères","10.1017/pds.2023.297","https://scispace.com/pdf/project-based-learning-for-engineering-students-in-the-uxs3rk7z.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on project‑based learning and industry 4.0 concepts for automotive assembly; lacks MING‑stack, renewable‑energy CPS frameworks, technical architecture, benchmarking, or open‑source artifacts.","Abstract Fourth industrial revolution called Industry 4.0 has radically transformed production systems in manufacturing companies by the integration of emerging technologies. However, manufacturers must overcome several barriers, such as the lack of qualified talent to develop and manage various high-technology systems. Assembly system design aims to define proper assembly line configurations with the optimal performances to overcome increased competitiveness in the market. Nowadays, assembly system design should consider industry 4.0 concepts integration beyond traditional aspects like system balancing and sequencing. In this paper, we introduce a project-based learning approach to teach engineering students assembly system design taking into account industry 4.0 dimension. This project is carried out in collaboration with an industrial partner to design and implement car doors assembly line. The project demonstrated students interest and prepared them better for industry 4.0 era.","","",""
"Assessing Cyber-Physical Security in Industrial Control Systems","https://scispace.com/paper/http://arxiv.org/abs/1911.09404v1","2019","Preprint","","Martín Barrère
Chris Hankin
Demetrios G. Eliades
Nicolas Nicolau
Thomas Parisini","10.14236/ewic/icscsr19.7","https://arxiv.org/pdf/1911.09404v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on security metrics for industrial control systems using AND/OR hypergraphs and MAX‑SAT; no MING stack, renewable‑energy learning factories, or related architectural details.","Over the last years, Industrial Control Systems (ICS) have become increasingly exposed to a wide range of cyber-physical threats. Efficient models and techniques able to capture their complex structure and identify critical cyber-physical components are therefore essential. AND/OR graphs have proven very useful in this context as they are able to semantically grasp intricate logical interdependencies among ICS components. However, identifying critical nodes in AND/OR graphs is an NP-complete problem. In addition, ICS settings normally involve various cyber and physical security measures that simultaneously protect multiple ICS components in overlapping manners, which makes this problem even harder. In this paper, we present an extended security metric based on AND/OR hypergraphs which efficiently identifies the set of critical ICS components and security measures that should be compromised, with minimum cost (effort) for an attacker, in order to disrupt the operation of vital ICS assets. Our approach relies on MAX-SAT techniques, which we have incorporated in META4ICS, a Java-based security metric analyser for ICS. We also provide a thorough performance evaluation that shows the feasibility of our method. Finally, we illustrate our methodology through a case study in which we analyse the security posture of a realistic Water Transport Network (WTN).","","",""
"Models for Improvement Management and Operational Performance","https://scispace.com/paper/models-for-improvement-management-and-operational-2dzhi1zrhq","2017","Dissertation","","Ruben Roque Dias","","https://scispace.com/pdf/models-for-improvement-management-and-operational-2dzhi1zrhq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generic improvement management and simulation DSS; lacks MING stack, renewable‑energy context, surveys, technical diagrams, benchmarking, or open‑source artifacts.","Achieving high levels of performance in the manufacturing environment requires an increase in speed, quality and reliability of existing technologies. This is inherently related with the need to develop adequate process monitoring and modelling/simulation approaches, along with innovative optimization and maintenance strategies. The purpose of this dissertation is to provide a framework that can be used as a tool by decision makers when evaluating and controlling the performance of a system. To achieve this, a structured conceptual model should be developed, which should not be tied to any particular model. The idea with this framework is to assess information obtained during production and use it to generate relevant KPIs for monitoring and evaluating the system?s performance. This information should then be fed into a DSS that can provide suggestions or even actively influence simulation parameters to apply the identified improvement measures. Finally, the proposed framework is to be applied in a case-study to evaluate its relevance in the improvement of manufacturing operations in a real-world context.","","",""
"On the Similarities of Embeddings in Contrastive Learning","https://scispace.com/paper/http://arxiv.org/abs/2506.09781v2","2025","Preprint","","Chungpa Lee
Sehee Lim
Kibok Lee
Jy-yong Sohn","","https://arxiv.org/pdf/2506.09781v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on contrastive learning theory and embedding similarity; no discussion of CPS, renewable‑energy factories, or the MING stack.","Contrastive learning operates on a simple yet effective principle: Embeddings of positive pairs are pulled together, while those of negative pairs are pushed apart. In this paper, we propose a unified framework for understanding contrastive learning through the lens of cosine similarity, and present two key theoretical insights derived from this framework. First, in full-batch settings, we show that perfect alignment of positive pairs is unattainable when negative-pair similarities fall below a threshold, and this misalignment can be mitigated by incorporating within-view negative pairs into the objective. Second, in mini-batch settings, smaller batch sizes induce stronger separation among negative pairs in the embedding space, i.e., higher variance in their similarities, which in turn degrades the quality of learned representations compared to full-batch settings. To address this, we propose an auxiliary loss that reduces the variance of negative-pair similarities in mini-batch settings. Empirical results show that incorporating the proposed loss improves performance in small-batch settings.","","",""
"The Gamma Factory proposal for CERN","https://scispace.com/paper/http://arxiv.org/abs/1511.07794v1","2015","Preprint","","Mieczyslaw Witold Krasny","","https://arxiv.org/pdf/1511.07794v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a high‑intensity gamma‑ray source at CERN; no discussion of MING stack, CPS, renewable‑energy learning factories, or related benchmarking.","This year, 2015, marks the centenary of the publication of Einsteins Theory of General Relativity and it has been named the International Year of Light and light-based technologies by the UN General Assembly. It is thus timely to discuss the possibility of broadening the present CERN research program by including a new component based on a novel concept of the light source which could pave a way towards a multipurpose Gamma Factory. The proposed light source could be realized at CERN by using the infrastructure of the existing accelerators. It could push the intensity limits of the presently operating light-sources by at least 7 orders of magnitude, reaching the flux of the order of 10^17 photons/s, in the particularly interesting gamma-ray energy domain of 1 < Ephoton < 400 MeV. This domain is out of reach for the FEL-based light sources. The energy-tuned, quasi-monochromatic gamma beams, together with the gamma-beam-driven, high intensity secondary beams of polarized positrons, polarized muons, neutrons and radioactive ions would constitute the basic research tools of the proposed Gamma Factory. The Gamma Factory could open new research opportunities in a vast domain of uncharted fundamental physics and industrial application territories. It could strengthen the leading role of CERN in the high energy frontier research territory by providing the unprecedented-brilliance secondary beams of polarized muons for the TeV-energy-scale muon collider and the polarized- muon-beam based neutrino factory.","","",""
"Operator-valued Kernels for Learning from Functional Response Data","https://scispace.com/paper/http://arxiv.org/abs/1510.08231v3","2015","Preprint","","Hachem Kadri
Emmanuel Duflos
Philippe Preux
Stéphane Canu
Alain Rakotomamonjy
Julien Audiffren","","https://arxiv.org/pdf/1510.08231v3","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on operator‑valued kernels for functional data; no CPS, MING stack, renewable‑energy, or architectural content.","In this paper we consider the problems of supervised classification and regression in the case where attributes and labels are functions: a data is represented by a set of functions, and the label is also a function. We focus on the use of reproducing kernel Hilbert space theory to learn from such functional data. Basic concepts and properties of kernel-based learning are extended to include the estimation of function-valued functions. In this setting, the representer theorem is restated, a set of rigorously defined infinite-dimensional operator-valued kernels that can be valuably applied when the data are functions is described, and a learning algorithm for nonlinear functional data analysis is introduced. The methodology is illustrated through speech and audio signal processing experiments.","","",""
"Temporal Supervised Contrastive Learning for Modeling Patient Risk Progression","https://scispace.com/paper/http://arxiv.org/abs/2312.05933v1","2023","Preprint","","Shahriar Noroozizadeh
Jeremy C. Weiss
George H. Chen","","https://arxiv.org/pdf/2312.05933v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on contrastive learning for clinical time series; no CPS, MING stack, renewable energy, or architectural details relevant to the criteria.","We consider the problem of predicting how the likelihood of an outcome of interest for a patient changes over time as we observe more of the patient data. To solve this problem, we propose a supervised contrastive learning framework that learns an embedding representation for each time step of a patient time series. Our framework learns the embedding space to have the following properties: (1) nearby points in the embedding space have similar predicted class probabilities, (2) adjacent time steps of the same time series map to nearby points in the embedding space, and (3) time steps with very different raw feature vectors map to far apart regions of the embedding space. To achieve property (3), we employ a nearest neighbor pairing mechanism in the raw feature space. This mechanism also serves as an alternative to data augmentation, a key ingredient of contrastive learning, which lacks a standard procedure that is adequately realistic for clinical tabular data, to our knowledge. We demonstrate that our approach outperforms state-of-the-art baselines in predicting mortality of septic patients (MIMIC-III dataset) and tracking progression of cognitive impairment (ADNI dataset). Our method also consistently recovers the correct synthetic dataset embedding structure across experiments, a feat not achieved by baselines. Our ablation experiments show the pivotal role of our nearest neighbor pairing.","","",""
"Security of Cyber-Physical Systems. From Theory to Testbeds and Validation","https://scispace.com/paper/http://arxiv.org/abs/1711.11464v1","2017","Preprint","","Jose Rubio-Hernan
Juan Rodolfo-Mejias
Joaquin Garcia-Alfaro","10.1007/978-3-319-61437-3_1","https://arxiv.org/pdf/1711.11464v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a generic SCADA‑based CPS testbed using Modbus/DNP3, without MING stack, renewable‑energy learning factories, surveys, benchmarks, or open‑source artifacts.","Traditional control environments connected to physical systems are being upgraded with novel information and communication technologies. The resulting systems need to be adequately protected. Experimental testbeds are crucial for the study and analysis of ongoing threats against those resulting cyber-physical systems. The research presented in this paper discusses some actions towards the development of a replicable and affordable cyber-physical testbed for training and research. The architecture of the testbed is based on real-world components, and emulates cyber-physical scenarios commanded by SCADA (Supervisory Control And Data Acquisition) technologies. We focus on two representative protocols, Modbus and DNP3. The paper reports as well the development of some adversarial scenarios, in order to evaluate the testbed under cyber-physical threat situations. Some detection strategies are evaluated using our proposed testbed.","","",""
"Energy Efficiency and Industry 4.0 in Wood Industry: A Review and Comparison to Other Industries","https://scispace.com/paper/energy-efficiency-and-industry-4-0-in-wood-industry-a-review-3fvnp8s6","2022","Journal Article","Energies","Mohamed Anis Haddouche
Adrian Ilinca","10.3390/en15072384","https://scispace.com/pdf/energy-efficiency-and-industry-4-0-in-wood-industry-a-review-3fvnp8s6.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews Industry 4.0 and energy efficiency in wood industry; lacks MING stack, CPS, renewable‑energy learning factories, technical diagrams, benchmarking, or open‑source code.","This paper presents a literature review of recent research on introducing the Industry 4.0 approach to improving energy efficiency, especially in the wood industry. While researchers focus on processes, service, and customer concepts, the effect on energy consumption is less addressed in these studies and applications. This paper focuses on previous works that discuss how to apply Industry 4.0 concepts to energy issues, such as to achieve better efficiency and performance for the industry in general and the wood industry in particular. The complexity of the study requires a multistep development. First, we define each concept separately and the relationships between them. Second, we apply a search algorithm to find related articles with specific terms, and then use the PRISMA method to select the most important ones, eliminating duplicates and excluding articles that do not mention energy efficiency and Industry 4.0 in the manufacturing or wood industry. Third, we explain and categorize the results and consolidate the study with brief examples from other industries. Finally, we conclude the study by mentioning the limitations and perspectives.","","",""
"Techno-economic analysis of renewable energy generation at the South Pole","https://scispace.com/paper/http://arxiv.org/abs/2306.13552v2","2023","Preprint","","Susan Babinec
Ian Baring-Gould
Amy N. Bender
Nate Blair
Xiangkun Li
Ralph T. Muehleisen
Dan Olis
Silvana Ovaitt","10.1016/j.rser.2023.114274","https://arxiv.org/pdf/2306.13552v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on renewable energy system sizing for the South Pole; no CPS, MING stack, or learning‑factory context.","Transitioning from fossil-fuel power generation to renewable energy generation and energy storage in remote locations has the potential to reduce both carbon emissions and cost. This study presents a techno-economic analysis for implementation of a hybrid renewable energy system at the South Pole in Antarctica, which currently hosts several high-energy physics experiments with nontrivial power needs. A tailored model of resource availability and economics for solar photovoltaics, wind turbine generators, lithium-ion energy storage, and long-duration energy storage at this site is explored in different combinations with and without existing diesel energy generation. The Renewable Energy Integration and Optimization (REopt) platform is used to determine the optimal system component sizing and the associated system economics and environmental benefit. We find that the least-cost system includes all three energy generation sources and lithium-ion energy storage. For an example steady-state load of 170 kW, this hybrid system includes 180 kW-DC of photovoltaic panels, 570 kW of wind turbines, and a 3.4 MWh lithium-ion battery energy storage system. This system reduces diesel consumption by 95% compared to an all-diesel configuration, resulting in approximately 1200 metric tons of carbon footprint avoided annually. Over the course of a 15-year analysis period the reduced diesel usage leads to a net savings of 57 million United States dollars, with a time to payback of approximately two years. All the scenarios modeled show that the transition to renewables is highly cost effective under the unique economics and constraints of this extremely remote site.","","",""
"Pandémia – fenntartható gazdálkodás – környezettudatosság","https://scispace.com/paper/pandemia-fenntarthato-gazdalkodas-kornyezettudatossag-2qd5xk1b","2022","Book","","","10.35511/978-963-334-411-8","https://scispace.com/pdf/pandemia-fenntarthato-gazdalkodas-kornyezettudatossag-2qd5xk1b.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses Learning Factories and Industry 4.0 but lacks MING‑stack, renewable‑energy focus, architectural frameworks, surveys, technical details, benchmarking, case studies, metrics, or open‑source artifacts.","Konferenciakötet (Nemzetközi tudományos konferencia a Magyar Tudomány Ünnepe alkalmából)","","",""
"Towards ‘Lean Industry 4.0ʹ – Current trends and future perspectives","https://scispace.com/paper/towards-lean-industry-4-0-current-trends-and-future-hrhh6j2681","2020","Journal Article","Cogent Business & Management","Krzysztof Ejsmont
Bartlomiej Gladysz
Donatella Corti
Fernando Castaño
Wael M. Mohammed
Jose L. Martinez Lastra","10.1080/23311975.2020.1781995","https://scispace.com/pdf/towards-lean-industry-4-0-current-trends-and-future-hrhh6j2681.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses Lean Industry 4.0, digital twins, and CPS in general factories, but lacks MING‑stack, renewable‑energy learning factory focus, surveys, benchmarks, or open‑source details.","The enterprises to be competitive are constantly looking for continuous increase of productivity, quality and level of services. With the development of Industry 4.0 concept, manufacturers are more...","","",""
"ChainerRL: A Deep Reinforcement Learning Library","https://scispace.com/paper/http://arxiv.org/abs/1912.03905v2","2019","Preprint","","Yasuhiro Fujita
Prabhat Nagarajan
Toshiki Kataoka
Takahiro Ishikawa","","https://arxiv.org/pdf/1912.03905v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a deep reinforcement learning library; no CPS, renewable‑energy, or MING‑stack content.","In this paper, we introduce ChainerRL, an open-source deep reinforcement learning (DRL) library built using Python and the Chainer deep learning framework. ChainerRL implements a comprehensive set of DRL algorithms and techniques drawn from state-of-the-art research in the field. To foster reproducible research, and for instructional purposes, ChainerRL provides scripts that closely replicate the original papers' experimental settings and reproduce published benchmark results for several algorithms. Lastly, ChainerRL offers a visualization tool that enables the qualitative inspection of trained agents. The ChainerRL source code can be found on GitHub: https://github.com/chainer/chainerrl.","","",""
"Empowering Industrial IoT Systems with GPU-Powered Optimization Algorithms and Cybersecurity Tools","https://scispace.com/paper/empowering-industrial-iot-systems-with-gpu-powered-2angod0m","2023","Dissertation","","Misonne Delphine","10.23860/diss-abdelatti-marwan-2022","https://scispace.com/pdf/empowering-industrial-iot-systems-with-gpu-powered-2angod0m.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ROS‑based smart factory prototypes and generic IoT integration; does not address MING stack, renewable‑energy contexts, surveys, benchmarking, or open‑source artifacts.","","","",""
"Proposing a Small-Scale Digital Twin Implementation Framework for Manufacturing from a Systems Perspective","https://scispace.com/paper/proposing-a-small-scale-digital-twin-implementation-38awrn3v","2023","Journal Article","Systems","Jonatan H. Loaiza
Robert Cloutier
Kari J. Lippert","10.3390/systems11010041","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a generic digital‑twin framework for manufacturing using MBSE; lacks MING‑stack, renewable‑energy learning factory context, CPS details, benchmarking, or open‑source artifacts.","Due to the fourth industrial revolution, manufacturing companies are looking to implement digital twins in their factories to be more competitive. However, the implementation of digital twins in manufacturing systems is a complex task. Factories need a framework that can guide them in the development of digital twins. Hence, this article proposes a small-scale digital twin implementation framework for manufacturing systems. To build this framework, the authors gathered several concepts from the literature and designed a digital twin subsystem model using a model-based systems engineering (MBSE) approach and the systems engineering “Vee” model. The systems modelling defines the digital twin components, functionalities, and structure. The authors distribute most of these concepts throughout the framework configuration and some concepts next to this general configuration. This configuration presents three spaces: physical, virtual, and information. The physical space presents a physical layer and a perception layer. The information space has a single layer called middleware. Finally, the virtual space presents two layers: application and model. In addition to these layers, this framework includes other concepts such as digital thread, data, ontology, and enabling technologies. This framework could help researchers and practitioners to learn more about digital twins and apply it to different domains.","","",""
"Feed-Forward Neural Networks Need Inductive Bias to Learn Equality Relations","https://scispace.com/paper/http://arxiv.org/abs/1812.01662v1","2018","Preprint","","Tillman Weyde
Radha Manisha Kopparti","","https://arxiv.org/pdf/1812.01662v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper studies neural network inductive bias for equality; lacks CPS, MING stack, renewable-energy or learning‑factory content.","Basic binary relations such as equality and inequality are fundamental to relational data structures. Neural networks should learn such relations and generalise to new unseen data. We show in this study, however, that this generalisation fails with standard feed-forward networks on binary vectors. Even when trained with maximal training data, standard networks do not reliably detect equality.We introduce differential rectifier (DR) units that we add to the network in different configurations. The DR units create an inductive bias in the networks, so that they do learn to generalise, even from small numbers of examples and we have not found any negative effect of their inclusion in the network. Given the fundamental nature of these relations, we hypothesize that feed-forward neural network learning benefits from inductive bias in other relations as well. Consequently, the further development of suitable inductive biases will be beneficial to many tasks in relational learning with neural networks.","","",""
"An Automatic Yogurt Filling System Built from Scratch Based on Industry 4.0 Concept","https://scispace.com/paper/an-automatic-yogurt-filling-system-built-from-scratch-based-ukze2i27ii","2020","Journal Article","Transactions of Famena","Bashir Salah
Sajjad Khan
Nikola Gjeldum","10.21278/TOF.44206","https://scispace.com/pdf/an-automatic-yogurt-filling-system-built-from-scratch-based-ukze2i27ii.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on an automatic yogurt filling line using Industry 4.0 concepts; no MING‑stack, renewable‑energy learning factory, surveys, benchmarks, or open‑source CPS details.","","","",""
"A Scalable Automatic Model Generation Tool for Cyber-Physical Network Topologies and Data Flows for Large-Scale Synthetic Power Grid Models","https://scispace.com/paper/http://arxiv.org/abs/2504.06396v1","2025","Preprint","","Samantha Israel
Sanjana Kunkolienkar
Ana Goulart
Kate Davis
Thomas Overbye","","https://arxiv.org/pdf/2504.06396v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on generating synthetic power‑grid cyber‑physical topologies, without MING‑stack components, learning‑factory contexts, surveys, or benchmarking, so it does not satisfy any listed criteria.","Power grids and their cyber infrastructure are classified as Critical Energy Infrastructure/Information (CEII) and are not publicly accessible. While realistic synthetic test cases for power systems have been developed in recent years, they often lack corresponding cyber network models. This work extends synthetic grid models by incorporating cyber-physical representations. To address the growing need for realistic and scalable models that integrate both cyber and physical layers in electric power systems, this paper presents the Scalable Automatic Model Generation Tool (SAM-GT). This tool enables the creation of large-scale cyber-physical topologies for power system models. The resulting cyber-physical network models include power system switches, routers, and firewalls while accounting for data flows and industrial communication protocols. Case studies demonstrate the tool's application to synthetic grid models of 500, 2,000, and 10,000 buses, considering three distinct network topologies. Results from these case studies include network metrics on critical nodes, hops, and generation times, showcasing effectiveness, adaptability, and scalability of SAM-GT.","","",""
"Exploiting microservices and serverless for Digital Twins in the cloud-to-edge continuum","https://scispace.com/paper/exploiting-microservices-and-serverless-for-digital-twins-in-acgc0j7s2n","2024","Journal Article","Future Generation Computer Systems","Paolo Bellavista
Nicola Bicocchi
Mattia Riccardo Fogli
Carlo Giannelli
Marco Mamei
Marco Picone","10.1016/j.future.2024.03.052","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on microservices/serverless Digital Twins across cloud‑edge, lacking MING components, renewable‑energy learning‑factory context, surveys, or benchmarking relevant to the criteria.","R4.2 In the Industry 4.0 era, Digital Twins (DTs) serve as virtual representations of physical objects and intermediaries between the physical world and the digital realm. DTs require proper modeling, design, and development to ensure their seamless integration along the cloud-to-edge continuum. In particular, this work introduces a microservices-based and serverless-ready model for DTs, laying the foundation for cost-effective DT deployment and orchestration. The joint adoption of microservices and serverless computing offers significant potential to address various challenges, including accommodating variable application requirements, managing load imbalances, and mitigating network faults. The proposed DT model has been implemented in different flavors: two serverless implementations—one that relies on a serverless framework of a cloud provider and one running at the edge on-premises—and a microservices one. These implementations have been experimentally evaluated with particular emphasis on the quality of cyber–physical entanglement. This work not only discusses the advantages and drawbacks of different implementations from a qualitative perspective but also quantitatively evaluates them with the in-the-field collection of experimental performance results. Notably, we report that a serverless implementation typically performs an order of magnitude worse than a microservices one in terms of entanglement, i.e., hundreds vs. tens of milliseconds. ","","",""
"Exponential Disruptive Technologies and the Required Skills of Industry 4.0: A Review","https://scispace.com/paper/exponential-disruptive-technologies-and-the-required-skills-28mzthxmn9","2019","Posted Content","","Ocident Bongomin
Gilbert Gilibrays Ocen
Eric Oyondi Nganyi
Alex Musinguzi
Timothy Omara","10.20944/PREPRINTS201910.0240.V2","https://scispace.com/pdf/exponential-disruptive-technologies-and-the-required-skills-28mzthxmn9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on learning‑factory concepts, AI, and operator 4.0 without addressing MING‑stack, renewable‑energy CPS, surveys, technical diagrams, benchmarking, or open‑source implementations.","The 21st century has witnessed a number of incredible changes ranging from the way of life and the technologies that emerged. Currently, we have entered a new paradigm shift called industry 4.0 where science fictions have become science facts, and technology fusion is the main driver. Therefore, ensuring that any advancement in technology reach and benefit all is the ideal opportunity for everyone. In this paper, disruptive technologies of industry 4.0 have been explored and quantified in terms of the number of their appearances in literature. This research mainly aimed at identifying industry 4.0 key technologies which have been ill-defined by previous researchers and to enlighten the required skills of industry 4.0. Comprehensive literature survey covering the field of engineering, production, and management from both academia and business was done from publication databases: Google scholar, ScienceDirect, Scopus, Sage, Taylor & Francis and Emerald insight. The results of the study show that 35 disruptive technologies were quantified and 13 key technologies: Internet of things, Big data, 3D printing, Cloud computing, Autonomous robots, Virtual and augmented reality, Cyber physical system, Artificial intelligence, Smart sensors, Simulation, Nanotechnology, Drones and Biotechnology were identified. Moreover, both technical and personal skills to be imparted into the human workforce for industry 4.0 were identified. The study reveals the need to investigate the capabilities and the readiness of some developing countries in adapting industry 4.0 in terms of the changes in the education systems and industrial manufacturing settings. In addition, the study proposes the need to address the ways for integration of industry 4.0 concepts into the current education system.","","",""
"Analysis of Human Skills in Industry 4.0","https://scispace.com/paper/analysis-of-human-skills-in-industry-4-0-3nx5fdnhlp","2020","","","Fadhila Djouggane
Samia Aitouche
Karima Aksa","","https://scispace.com/pdf/analysis-of-human-skills-in-industry-4-0-3nx5fdnhlp.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on skills, learning factories, and mLearning; lacks MING‑stack, renewable‑energy CPS, surveys, technical diagrams, benchmarking, or open‑source artifacts.","This paper presents a state-of-the-art of recent research work analyzing the requirements of Industry 4.0, particularly related to the competences issue. Over the last few years, the fourth industrial revolution has attracted researchers worldwide to find suitable solutions. However, there are still many gaps related to the Industry 4.0, particularly related to the humans competences issue. Among the many challenges facing companies in this paradigm, one of the most important is the qualification of employees with the necessary skills to succeed in a transformed work environment. To cope with knowledge and competence challenges related to new technologies and processes of Industry 4.0, new strategic approaches for holistic human resource management are needed in manufacturing companies. The main objective of the presented research is to investigate the importance of employee competences, key to the development of Industry 4.0. Keywords-Human Competences; Skills; Industry 4.0; human resource management; Fourth Industrial revolution.","","",""
"Some Aspects concerning the Cyber-Physical Systems Approach in Power Systems","https://scispace.com/paper/http://arxiv.org/abs/1406.2565v1","2014","Preprint","","N. Arghira
I. Fagarasan
G. Stamatescu
S. St. Iliescu
I. Stamatescu
V. Calofir","","https://arxiv.org/pdf/1406.2565v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on CPS concepts for power‑system control, without MING components, learning‑factory context, surveys, benchmarks, or implementation details.","The paper carries out a review of the main functional aspects of an electro-energetic system, principles which lead to an evolution or even to a paradigm change the the control of such complex systems. The repositioning of the physical and information systems, mainly through the development of the computing and communication distributed entities, lead to a new structuring of the control approach in power systems, in accordance to the modern Cyber-Physical Systems (CPS) paradigm.","","",""
"Alpha MAML: Adaptive Model-Agnostic Meta-Learning","https://scispace.com/paper/http://arxiv.org/abs/1905.07435v1","2019","Preprint","","Harkirat Singh Behl
Atılım Güneş Baydin
Philip H. S. Torr","","https://arxiv.org/pdf/1905.07435v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on meta‑learning algorithm improvements; no discussion of CPS, MING stack, renewable‑energy factories, or related architectural benchmarking.","Model-agnostic meta-learning (MAML) is a meta-learning technique to train a model on a multitude of learning tasks in a way that primes the model for few-shot learning of new tasks. The MAML algorithm performs well on few-shot learning problems in classification, regression, and fine-tuning of policy gradients in reinforcement learning, but comes with the need for costly hyperparameter tuning for training stability. We address this shortcoming by introducing an extension to MAML, called Alpha MAML, to incorporate an online hyperparameter adaptation scheme that eliminates the need to tune meta-learning and learning rates. Our results with the Omniglot database demonstrate a substantial reduction in the need to tune MAML training hyperparameters and improvement to training stability with less sensitivity to hyperparameter choice.","","",""
"Industry 4.0 Disruption and Its Neologisms in Major Industrial Sectors: A State of the Art","https://scispace.com/paper/industry-4-0-disruption-and-its-neologisms-in-major-4316cu9gbs","2020","Journal Article","The Journal of Engineering","Ocident Bongomin
Aregawi Yemane
Brendah Kembabazi
Clement Malanda
Mwewa Chikonkolo Mwape
Nonsikelelo Sheron Mpofu
Dan Tigalana
Dan Tigalana","10.1155/2020/8090521","https://scispace.com/pdf/industry-4-0-disruption-and-its-neologisms-in-major-4316cu9gbs.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper reviews learning factories and Energy 4.0 concepts but provides no MING‑stack CPS architecture, surveys, technical diagrams, benchmarking, case studies, performance metrics, or open‑source code.","Very well into the dawn of the fourth industrial revolution (industry 4.0), humankind can hardly distinguish between what is artificial and what is natural (e.g., man-made virus and natural virus). Thus, the level of discombobulation among people, companies, or countries is indeed unprecedented. The fact that industry 4.0 is explosively disrupting or retrofitting each and every industrial sector makes industry 4.0 the famous buzzword amongst researchers today. However, the insight of industry 4.0 disruption into the industrial sectors remains ill-defined in both academic and nonacademic literature. The present study aimed at identifying industry 4.0 neologisms, understanding the industry 4.0 disruption and illustrating the disruptive technology convergence in the major industrial sectors. A total of 99 neologisms of industry 4.0 were identified. Industry 4.0 disruption in the education industry (education 4.0), energy industry (energy 4.0), agriculture industry (agriculture 4.0), healthcare industry (healthcare 4.0), and logistics industry (logistics 4.0) was described. The convergence of 12 disruptive technologies including 3D printing, artificial intelligence, augmented reality, big data, blockchain, cloud computing, drones, Internet of Things, nanotechnology, robotics, simulation, and synthetic biology in agriculture, healthcare, and logistics industries was illustrated. The study divulged the need for extensive research to expand the application areas of the disruptive technologies in the industrial sectors.","","",""
