"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Cyber-Physical System Approach for Energy Flexible Operation of Technical Building Services","https://scispace.com/paper/a-cyber-physical-system-approach-for-energy-flexible-tvalffeqi1du","2023","Journal Article","","","10.24355/dbbs.084-202308071209-0","","The energy transition is one of the most important ventures of the 21st century. Its success is regarded as a necessity to counter the climate crisis while maintaining current living standards. It requires a strict increase in low-carbon renewable energy sources like solar and wind power. Due to the volatile nature of these renewable energy sources, the electric energy supply becomes increasingly fluctuating, resulting in temporal bottlenecks and oversupplies. Industry as an essential energy consumer needs to deal with these developments. By means of effectively adapting their demands, energy flexible factories will be essential enablers of a low carbon industry. In addition, companies can profit by exploiting new business models, such as responding to fluctuating energy prices. In particular, technical building services (TBS) exhibit crucial flexibility potentials due to their significant electricity demands and inherent energy storage capacities. To exploit this potential, strategies and measures for energy flexible TBS must be identified, evaluated and technically implemented. Thereby, other goals of TBS operation like operational reliability, energy and resource efficiency and environmental impacts need to be considered. Digitalization and Industry 4.0 solutions can support in this task, as they allow the creation of digital twins and cyber-physical systems (CPS) that are able to rapidly react to changing boundary conditions. Against this background, a concept for a holistic CPS approach to foster energy flexible TBS operation is presented in this work. It addresses time horizons for TBS operation from operational planning to execution. In accordance with common CPS frameworks, the concept comprises four modules: physical world, data acquisition, cyber world and decision support and control. The physical world refers to the real-world TBS system with its inherent cause and effect relations, also considering influencing factors like energy supply and climate conditions. Data acquisition systems need to be installed in the physical world in order to receive a consistent and comprehensive data basis. Collected data is used in the cyber world to create virtual depictions of physical world elements using complementary black-box and white-box modeling approaches. Black-box models make use of methods like data mining to analyze and visualize the historical system behavior. Based on this, future developments can be predicted. Decision makers can use such data-based forecasts to make better and faster decisions for energy flexible TBS operation. White-box models allow to analyze and simulate alternative system configurations and operational strategies without affecting the currently running TBS. For example, effects resulting from the application of specific energy flexibility measures can be assessed in advance. This allows an identification of favorable scenarios in terms of technical, economic and environmental criteria. Scenarios can then be implemented in the physical world either manually or through an automated control. The application of the presented concept is demonstrated by means of two case studies, referring to the manufacturing of automation components and to an academic learning factory environment. Thereby, significant improvement potentials regarding energy flexibility of TBS operation are demonstrated. Altogether, the approach provides a progress beyond state of research regarding modeling, evaluation and improvement of TBS operation in terms of energy flexibility. ",""
"Cyber-Physical Systems in Decarbonisation","https://scispace.com/paper/cyber-physical-systems-in-decarbonisation-3q99ufnt","2022","Journal Article","Lecture notes in energy","Oliver R. Inderwildi
М.А. Киселева","10.1007/978-3-030-86215-2_2","","Digital technologies such as advanced metering, big data, machine learning, and the Internet of Things are receiving significant attention as they provide the potential to facilitate the decarbonisation of industry while requiring limited investments. The orchestration of these novel technologies, so-called cyber-physical systems (CPS), provides additional synergetic effects that increase efficiency of energy provision and industrial production, thereby optimising economic feasibility and environmental impact. ","In this paper , the authors propose an orchestration of cyber-physical systems (CPS) to increase efficiency of energy provision and industrial production, thereby optimising economic feasibility and environmental impact."
"Efficient Fault Detection in Renewable Energy Systems through IoT and Isolation Forest Algorithm","https://scispace.com/paper/efficient-fault-detection-in-renewable-energy-systems-1v0z2rddq6","2023","Proceedings Article","","Virendra Singh Thakur
Ramakrishnan Raman","10.1109/icses60034.2023.10465413","","As renewable energy sources are becoming more integrated into the power grid, ensuring system reliability is crucial. A unique defect detection method for renewable energy systems leveraging the Internet of Things (IoT) and the Isolation Forest algorithm is presented in this research. The integration of IoT devices provides real-time monitoring and data collection from solar panels, wind turbines, and energy storage units. The machine learning Isolation Forest method effectively finds data abnormalities and defects. The Isolation Forest algorithm can correctly detect problems and abnormalities in renewable energy systems, enabling early maintenance and repair. This proactive defect detection technology improves renewable energy’s reliability and efficiency, minimizing downtime and power grid stability. IoT technology and the Isolation Forest algorithm improve problem detection and system performance and creating a more sustainable and cost-effective energy-producing infrastructure. It shows that advanced data analytics and machine learning may make renewable energy systems more reliable and appealing as clean energy sources.","The research proposes an IoT-based fault detection method using the Isolation Forest algorithm to improve the reliability and efficiency of renewable energy systems."
"A Case Study in Learning Factories for Real-Time Reconfiguration of Assembly Systems Through Computational Design and Cyber-Physical Systems","https://scispace.com/paper/a-case-study-in-learning-factories-for-real-time-4xe5oha5g3","2018","Book Chapter","International Conference on Product Lifecycle Management","G. Pasetti Monizza
Rafael A. Rojas
Erwin Rauch
M. A. Ruiz Garcia
Dominik T. Matt","10.1007/978-3-030-01614-2_21","https://scispace.com/pdf/a-case-study-in-learning-factories-for-real-time-4xe5oha5g3.pdf","Digitalization in manufacturing, also known as Industry 4.0, and Cyber Physical Systems (CPS) may turn ordinary manufacturing systems, usually designed for mass-production, into highly flexible and reconfigurable manufacturing system for mass customization purposes. The huge potential of the digital information management and real-time data management introduced by Industry 4.0 will be a key enabler for further developments in mass customization manufacturing. Increasing customization capabilities means increasing product variability and producing small quantities in a highly flexible way; this impacts the production process and the business process as well. Such reconfigurable CPS promise improvements of the production processes efficiency. In order to disseminate this production strategy to students and industry, the authors created a simple case study in order to introduce these aspects in a learning factory environment. This paper presents a pilot case study implemented in the Smart-Mini Factory laboratory at the Free University of Bolzano for educational and research purposes. The pilot case study aims at introducing a digital information management since the early first steps of the business process, combining Computational Design techniques and CPS. The authors discuss a simple pilot case that will be used mainly for dissemination purposes towards people not addicted to CPS and digital environments such as students and SME’s entrepreneurs. In the upcoming academic year, the demonstrator will be tested for the first time in the course Production Systems and Industrial Logistics with engineering students. In addition, the use of the demonstrator in industry seminars on mass customization and computational design is planned.","The authors discuss a simple pilot case that will be used mainly for dissemination purposes towards people not addicted to CPS and digital environments such as students and SME’s entrepreneurs, and the demonstrator in industry seminars on mass customization and computational design is planned."
"IoT Platform For Online Monitoring Of Renewable Energy Systems","https://scispace.com/paper/iot-platform-for-online-monitoring-of-renewable-energy-27df94ry","2022","Journal Article","EDIS","Ziane Abderrezzaq
Rachid Dabou
Ammar Necaibia
Abdelkrim Rouabhia
K. Bouchouicha
Nordine Sahouane
Salah Lachtar
Ahmed Bouraiou
Ahmed Amine Larbi","10.1109/EDiS57230.2022.9996490","","The integration of novel technology trends namely IoT and cloud computing in the renewable energy sector is an ambitious goal and it has a lot of benefits for the sector. In this work, an IoT platform for the online monitoring of renewable energy systems is proposed. The platform is based on low-cost novel technology hardware with open-source software which could solve several problems related to industrial monitoring and SCADA systems. As a proof of concept, an IoT-based monitoring system was developed for a grid-connected PV station in URERMS.","In this paper , an IoT platform for the online monitoring of renewable energy systems is proposed, which is based on low-cost novel technology hardware with open-source software which could solve several problems related to industrial monitoring and SCADA systems."
"IoT Platform For Online Monitoring Of Renewable Energy Systems","https://scispace.com/paper/iot-platform-for-online-monitoring-of-renewable-energy-336ag666","2022","Proceedings Article","","","10.1109/edis57230.2022.9996490","","The integration of novel technology trends namely IoT and cloud computing in the renewable energy sector is an ambitious goal and it has a lot of benefits for the sector. In this work, an IoT platform for the online monitoring of renewable energy systems is proposed. The platform is based on low-cost novel technology hardware with open-source software which could solve several problems related to industrial monitoring and SCADA systems. As a proof of concept, an IoT-based monitoring system was developed for a grid-connected PV station in URERMS. ","In this paper , an IoT platform for the online monitoring of renewable energy systems is proposed, which is based on low-cost novel technology hardware with open-source software which could solve several problems related to industrial monitoring and SCADA systems."
"A Real-Time IoT-Based Data Acquisition and Monitoring System for Photovoltaic Applications","https://scispace.com/paper/a-real-time-iot-based-data-acquisition-and-monitoring-system-40untxnhfkao","2024","Journal Article","","A.F. Barbosa
Hamza Mubarak
Fazel Mohammadi
M. J. Sanjari
Mehrdad Saif","10.1109/pset62496.2024.10808965","","The transition to low-carbon energy systems, driven by climate change and fossil fuel scarcity, highlights technologies, such as Photovoltaic (PV) technology, for sustainable energy generation. This paper focuses on enhancing the efficiency of PV monitoring systems by leveraging Internet of Things (IoT) technology for accurate and real-time monitoring of essential parameters, such as voltage, current, and output power. Significant gaps in cost-effective and reliable IoT integration for PV monitoring are addressed, with an emphasis on predictive modeling. In this regard, a low-cost real-time IoT-based data acquisition and monitoring system for PV systems, as a proof of concept for future endeavors in predictive modeling, is introduced in this paper. The methodology and data preparation are discussed, and the experimental results are analyzed to validate the effectiveness of the designed data acquisition and monitoring system.","This paper presents a low-cost, real-time IoT-based data acquisition and monitoring system for Photovoltaic (PV) applications, enhancing efficiency and accuracy through predictive modeling, addressing gaps in cost-effective and reliable IoT integration for PV monitoring."
"An improved cyber-physical systems architecture for Industry 4.0 smart factories:","https://scispace.com/paper/an-improved-cyber-physical-systems-architecture-for-industry-5bph01e43d","2018","Journal Article","Advances in Mechanical Engineering","Jehn-Ruey Jiang","10.1177/1687814018784192","https://journals.sagepub.com/doi/pdf/10.1177/1687814018784192","The cyber-physical system is the core concept of Industry 4.0 for building smart factories. We can rely on the ISA-95 architecture or the 5C architecture to build the cyber-physical system for smar...","This article proposes the 8C architecture by adding 3C facets into the 5C architecture, including an Industrial Internet of Things gateway and a smart factory data center running in the cloud environment."
"Monitoring of renewable energy systems by IoT‐aided SCADA system","https://scispace.com/paper/monitoring-of-renewable-energy-systems-by-iot-aided-scada-o4ayprtozdcg","2024","Repository","","Md Ohirul Qays
Mohamud Ahmed Musse
M. A. Parvez Mahmud
Ahmed Abu-Siada
S.M. Muyeen
Md. Liton Hossain
Farhana Yasmin
Md. Momtazur Rahman","10.60692/bfaz0-59n39","","Abstract With the rapid increase of renewable energy generation worldwide, real‐time information has become essential to manage such assets, especially for systems installed offshore and in remote areas. To date, there is no cost‐effective condition monitoring technique that can assess the state of renewable energy sources in real‐time and provide suitable asset management decisions to optimize the utilization of such valuable assets and avoid any full or partial blackout due to unexpected faults. Based on the Internet of Things scheme, this paper represents a new application for the Supervisory Control and Data Acquisition (SCADA) system to monitor a hybrid system comprising photovoltaic, wind, and battery energy storage systems. Electrical parameters such as voltage, current, and power are monitored in real‐time via the ThingSpeak website. Network operators can control components of the hybrid power system remotely by the proposed SCADA system. The SCADA system is interfaced with the Matlab/Simulink software tool through KEPServerEX client. For cost‐effective design, low‐cost electronic components and Arduino Integrated Development Environment ATMega2560 remote terminal unit are employed to develop a hardware prototype for experimental analysis. Simulation and experimental results attest to the feasibility of the proposed system. Compared with other existing techniques, the developed system features advantages in terms of reliability and cost‐effectiveness. ",""
"Monitoring of renewable energy systems by IoT‐aided SCADA system","https://scispace.com/paper/monitoring-of-renewable-energy-systems-by-iot-aided-scada-pz1c6yavadfs","2024","Repository","","Md Ohirul Qays
Mohamud Ahmed Musse
M. A. Parvez Mahmud
Ahmed Abu-Siada
S.M. Muyeen
Md. Liton Hossain
Farhana Yasmin
Md. Momtazur Rahman","10.60692/8c1gm-cnb53","","Abstract With the rapid increase of renewable energy generation worldwide, real‐time information has become essential to manage such assets, especially for systems installed offshore and in remote areas. To date, there is no cost‐effective condition monitoring technique that can assess the state of renewable energy sources in real‐time and provide suitable asset management decisions to optimize the utilization of such valuable assets and avoid any full or partial blackout due to unexpected faults. Based on the Internet of Things scheme, this paper represents a new application for the Supervisory Control and Data Acquisition (SCADA) system to monitor a hybrid system comprising photovoltaic, wind, and battery energy storage systems. Electrical parameters such as voltage, current, and power are monitored in real‐time via the ThingSpeak website. Network operators can control components of the hybrid power system remotely by the proposed SCADA system. The SCADA system is interfaced with the Matlab/Simulink software tool through KEPServerEX client. For cost‐effective design, low‐cost electronic components and Arduino Integrated Development Environment ATMega2560 remote terminal unit are employed to develop a hardware prototype for experimental analysis. Simulation and experimental results attest to the feasibility of the proposed system. Compared with other existing techniques, the developed system features advantages in terms of reliability and cost‐effectiveness. ",""
"IoT-based model for real-time monitoring of new and renewable energy systems","https://scispace.com/paper/iot-based-model-for-real-time-monitoring-of-new-and-z147od8gdnnw","2025","Journal Article","Eureka: Physics and Engineering","Sulistiyanto Sulistiyanto
Ilmirrizki Imaduddin
Anis Yusrotun Nadhiroh
Sri Widoretno
Muhammad Hanif Fahmi
Mukhlison Mukhlison
Alvin Zuhair
Ratri Enggar Pawening","10.21303/2461-4262.2025.003471","","New and Renewable Energy (NRE) has become a key focus in reducing dependence on fossil fuels and addressing climate change, with significant potential to meet energy needs sustainably. This research aims to develop and implement an Internet of Things (IoT)-based monitoring system to enhance the efficiency of renewable energy management and reduce operational costs through automation and advanced data analysis. Additionally, this study evaluates the effectiveness of the IoT system in improving the performance and sustainability of NRE installations while addressing challenges in monitoring and managing energy efficiency. The research methodology includes a systematic workflow comprising planning, prototype development, laboratory testing, field implementation, data analysis, and result interpretation. The IoT system integrates sensors for voltage and current measurements, data transmission modules, and a user interface accessible via smartphones. Results from experimental tests indicate a voltage measurement error margin of 0.41 % when comparing IoT-based monitoring devices with standard Avometers. This demonstrates the system's accuracy and reliability in providing real-time data. In conclusion, the IoT-based monitoring system significantly improves the management and operational efficiency of renewable energy installations. It offers a scalable solution for enhancing energy sustainability while reducing maintenance costs and human intervention requirements. ","This research develops an IoT-based monitoring system for real-time tracking of new and renewable energy systems, enhancing efficiency, reducing costs, and improving sustainability through automation and data analysis, with results showing high accuracy and reliability."
"Revolutionizing Renewable Sources of Energy using IoT: Impact and Challenges","https://scispace.com/paper/revolutionizing-renewable-sources-of-energy-using-iot-impact-1ugrhvcrep","2023","Journal Article","","Pratik Kanchan
AK Singh
N Guruprasad","10.1109/icicat57735.2023.10263688","","The use of Internet of Things (IoT) technology in renewable energy is examined in this study. The efficiency and productivity of renewable power plants must be increased to meet the rising demand for renewable energy. By enabling real-time monitoring of numerous parameters like dust collection, temperature, weather, and so forth, IoT offers a solution to this issue. The production of energy can be improved using these statistics. The paper also addresses the many IoT sensors that can be used to construct such a system and the difficulties that must be overcome for its adoption. The study's findings show how the Internet of Things (IoT) has the power to revolutionise renewable energy sources and open the door to greater effectiveness, financial success, and environmental sustainability. ","IoT revolutionizes renewable energy sources by improving efficiency and productivity through real-time monitoring of various parameters. It also addresses sensor requirements and challenges associated with its adoption."
"IoT-Powered Innovations in Renewable Energy Generation and Electric Drive","https://scispace.com/paper/iot-powered-innovations-in-renewable-energy-generation-and-17pawvk31g","2024","Journal Article","E3S web of conferences","Abbas Ali Mohammed Al-Nafei
M Sharanya
ASHISH K. SAXENA
V. Janakiraman
Anita Gehlot
A. Maheshwari","10.1051/e3sconf/202454002018","","This review explores the growing impact of the Internet of Things (IoT) on the energy sector, particularly in the context of renewable energy generation and electric drive systems. IoT technology has rapidly expanded into various sectors, including energy, smart cities, and industrial automation, revolutionizing monitoring, control, and management processes. In this paper, we examine the existing literature on IoT applications in energy systems, with a focus on smart grids. We also delve into the core IoT technologies, such as cloud computing and data analysis platforms, that underpin these innovations. Additionally, we address challenges associated with IoT implementation in the energy sector, notably privacy and security concerns, and suggest potential solutions, such as blockchain technology. Our findings provide valuable insights for energy policy-makers, economists, and managers, offering a comprehensive overview of how IoT can optimize energy systems. Furthermore, we highlight IoT’s expanding role in renewable energy and electric drive applications, enhancing performance monitoring, management, and energy savings while also advancing research and education in engineering. ","IoT-powered innovations in renewable energy generation and electric drive systems revolutionize energy systems, smart grids, and energy savings."
"IoT-Based Hybrid Renewable Energy System for Smart Campus","https://scispace.com/paper/iot-based-hybrid-renewable-energy-system-for-smart-campus-3cku2nmpzo","2021","Journal Article","Sustainability","Ali M. Eltamaly
Majed A. Alotaibi
Abdulrahman I. Alolah
Mohamed A. Ahmed","10.3390/SU13158555","https://www.mdpi.com/2071-1050/13/15/8555/pdf","There is a growing interest in increasing the penetration rate of renewable energy systems due to the drawbacks associated with the use of fossil fuels. However, the grid integration of renewable energy systems represents many challenging tasks for system operation, stability, reliability, and power quality. Small hybrid renewable energy systems (HRES) are small-scale power systems consisting of energy sources and storage units to manage and optimize energy production and consumption. Appropriate real-time monitoring of HRES plays an essential role in providing accurate information to enable the system operator to evaluate the overall performance and identify any abnormal conditions. This work proposes an internet of things (IoT) based architecture for HRES, consisting of a wind turbine, a photovoltaic system, a battery storage system, and a diesel generator. The proposed architecture is divided into four layers: namely power, data acquisition, communication network, and application layers. Due to various communication technologies and the missing of a standard communication model for HRES, this work, also, defines communication models for HRES based on the IEC 61850 standard. The monitoring parameters are classified into different categories, including electrical, status, and environmental information. The network modeling and simulation of a university campus is considered as a case study, and critical parameters, such as network topology, link capacity, and latency, are investigated and discussed.","In this paper, the authors proposed an internet of things (IoT) based architecture for small hybrid renewable energy systems (HRES) consisting of a wind turbine, a photovoltaic system, a battery storage system, and a diesel generator."
"IoT-Based Cyber-Physical Distribution System Planning","https://scispace.com/paper/iot-based-cyber-physical-distribution-system-planning-277fylu4","2022","Proceedings Article","2022 IEEE International IOT, Electronics and Mechatronics Conference (IEMTRONICS)","Shaben Kayamboo
Biplob Ray
Narottam Das
Mary Tom","10.1109/iemtronics55184.2022.9795702","","Recently, there has been a large-scale integration of renewable sources to keep pace with the enormous increment of consumers’ load demand. The integration of these devices on a large scale can violate the technical and regulatory constraints of the smart power grid. Therefore, a proper control system must be designed to increase their power output and maximize the system owners’ benefit while meeting power grid standards. This paper is a collection of information to provide its reader with a holistic view of the implementation of a cyber-physical system to aid in distribution system planning. The goal of this paper is to review the current literature and identify research gaps that have yet to be fully explored. This is followed by making proposals for areas to be researched in order to improve the knowledge bank surrounding this important topic. This paper will begin by addressing the concept of a cyberphysical system by elaborating on its structure through its various layers. It will also describe the role of the Internet of Things (IoT) in improving the monitoring and control abilities of cyber-physical distribution systems. Furthermore, a detailed literature review is given to highlight the current state of distribution system research being done surrounding the implementation of cyber-physical systems to improve system planning. Based on this review, an analysis is given to better explain how a successful cyber-physical based distribution system can be constructed to achieve automation. Finally, gaps in current research are discussed to provide an understanding on which aspects of cyber-physical based distribution system planning have not been fully explored yet and where more exploration needs to be done. A list of research questions are provided to help aid potential researchers dive deeper into the area of fully automating distribution systems that consist of both renewable and non-renewable sources of energy.","The role of the Internet of Things (IoT) in improving the monitoring and control abilities of cyber-physical distribution systems will be described, and an analysis is given to better explain how a successful cyber- physical based distribution system can be constructed to achieve automation."
"A Deep Learning-Driven Self-Conscious Distributed Cyber-Physical System for Renewable Energy Communities","https://scispace.com/paper/a-deep-learning-driven-self-conscious-distributed-cyber-1rljuo55","2023","Journal Article","Sensors","Giovanni Cicceri
Giuseppe Tricomi
L. D'Agati
Francesco Longo
Giovanni Merlino
Antonio Puliafito","10.3390/s23094549","https://scispace.com/pdf/a-deep-learning-driven-self-conscious-distributed-cyber-1rljuo55.pdf","The Internet of Things (IoT) is transforming various domains, including smart energy management, by enabling the integration of complex digital and physical components in distributed cyber-physical systems (DCPSs). The design of DCPSs has so far been focused on performance-related, non-functional requirements. However, with the growing power consumption and computation expenses, sustainability is becoming an important aspect to consider. This has led to the concept of energy-aware DCPSs, which integrate conventional non-functional requirements with additional attributes for sustainability, such as energy consumption. This research activity aimed to investigate and develop energy-aware architectural models and edge/cloud computing technologies to design next-generation, AI-enabled (and, specifically, deep-learning-enhanced), self-conscious IoT-extended DCPSs. Our key contributions include energy-aware edge-to-cloud architectural models and technologies, the orchestration of a (possibly federated) edge-to-cloud infrastructure, abstractions and unified models for distributed heterogeneous virtualized resources, innovative machine learning algorithms for the dynamic reallocation and reconfiguration of energy resources, and the management of energy communities. The proposed solution was validated through case studies on optimizing renewable energy communities (RECs), or energy-aware DCPSs, which are particularly challenging due to their unique requirements and constraints; in more detail, in this work, we aim to define the optimal implementation of an energy-aware DCPS. Moreover, smart grids play a crucial role in developing energy-aware DCPSs, providing a flexible and efficient power system integrating renewable energy sources, microgrids, and other distributed energy resources. The proposed energy-aware DCPSs contribute to the development of smart grids by providing a sustainable, self-consistent, and efficient way to manage energy distribution and consumption. The performance demonstrates our approach’s effectiveness for consumption and production (based on RMSE and MAE metrics). Our research supports the transition towards a more sustainable future, where communities adopting REC principles become key players in the energy landscape.","In this article , the authors investigate and develop energy-aware architectural models and edge/cloud computing technologies to design next-generation, AI-enabled (and, specifically, deep-learningenhanced), self-conscious IoT-extended DCPSs."
"Industrial Cyber Physical Systems Supported by Distributed Advanced Data Analytics","https://scispace.com/paper/industrial-cyber-physical-systems-supported-by-distributed-ek5qcbo9zn","2016","Book Chapter","","Jonas Queiroz
Paulo Leitão
Eugénio Oliveira","10.1007/978-3-319-51100-9_5","https://scispace.com/pdf/industrial-cyber-physical-systems-supported-by-distributed-ek5qcbo9zn.pdf","The industry digitization is transforming its business models, organizational structures and operations, mainly promoted by the advances and the mass utilization of smart methods, devices and products, being leveraged by initiatives like Industrie 4.0. In this context, the data is a valuable asset that can support the smart factory features through the use of Big Data and advanced analytics approaches. In order to address such requirements and related challenges, Cyber Physical Systems (CPS) promote the development of more intelligent, adaptable and responsiveness supervisory and control systems capable to overcome the inherent complexity and dynamics of industrial environments. In this context, this work presents an agent-based industrial CPS, where agents are endowed with data analysis capabilities for distributed, collaborative and adaptive process supervision and control. Additionally, to address the different industrial levels’ requirements, this work combines two main data analysis scopes: at operational level, applying distributed data stream analysis for rapid response monitoring and control, and at supervisory level, applying big data analysis for decision-making, planning and optimization. Some experiments have been performed in the context of an electric micro grid where agents were able to perform distributed data analysis to predict the renewable energy production.","This work presents an agent-based industrial CPS, where agents are endowed with data analysis capabilities for distributed, collaborative and adaptive process supervision and control and to address the different industrial levels’ requirements."
"Monitoring of renewable energy systems by IoT‐aided SCADA system","https://scispace.com/paper/monitoring-of-renewable-energy-systems-by-iot-aided-scada-35sozbe6","2022","Journal Article","Energy Science & Engineering","Md Ohirul Qays
Musse Mohamud Ahmed
M. A. Parvez Mahmud
Ahmed Abu-Siada
S. M. Muyeen
Md. Liton Hossain
Farhana Yasmin
Md Momtazur Rahman","10.1002/ese3.1130","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ese3.1130","With the rapid increase of renewable energy generation worldwide, real‐time information has become essential to manage such assets, especially for systems installed offshore and in remote areas. To date, there is no cost‐effective condition monitoring technique that can assess the state of renewable energy sources in real‐time and provide suitable asset management decisions to optimize the utilization of such valuable assets and avoid any full or partial blackout due to unexpected faults. Based on the Internet of Things scheme, this paper represents a new application for the Supervisory Control and Data Acquisition (SCADA) system to monitor a hybrid system comprising photovoltaic, wind, and battery energy storage systems. Electrical parameters such as voltage, current, and power are monitored in real‐time via the ThingSpeak website. Network operators can control components of the hybrid power system remotely by the proposed SCADA system. The SCADA system is interfaced with the Matlab/Simulink software tool through KEPServerEX client. For cost‐effective design, low‐cost electronic components and Arduino Integrated Development Environment ATMega2560 remote terminal unit are employed to develop a hardware prototype for experimental analysis. Simulation and experimental results attest to the feasibility of the proposed system. Compared with other existing techniques, the developed system features advantages in terms of reliability and cost‐effectiveness.","Based on the Internet of Things (IoT), a new application for the Supervisory Control and Data Acquisition (SCADA) system to monitor a hybrid system comprising photovoltaic, wind, and battery energy storage systems is presented in this paper ."
"Hydrogen 4.0: A Cyber–Physical System for Renewable Hydrogen Energy Plants","https://scispace.com/paper/hydrogen-4-0-a-cyber-physical-system-for-renewable-hydrogen-4i5ygvw6xo","2024","Journal Article","","Ali Yavari
Christopher J. Harrison
Saman A. Gorji
Mahnaz Shafiei","10.3390/s24103239","","The demand for green hydrogen as an energy carrier is projected to exceed 350 million tons per year by 2050, driven by the need for sustainable distribution and storage of energy generated from sources. Despite its potential, hydrogen production currently faces challenges related to cost efficiency, compliance, monitoring, and safety. This work proposes Hydrogen 4.0, a cyber–physical approach that leverages Industry 4.0 technologies—including smart sensing, analytics, and the Internet of Things (IoT)—to address these issues in hydrogen energy plants. Such an approach has the potential to enhance efficiency, safety, and compliance through real-time data analysis, predictive maintenance, and optimised resource allocation, ultimately facilitating the adoption of renewable green hydrogen. The following sections break down conventional hydrogen plants into functional blocks and discusses how Industry 4.0 technologies can be applied to each segment. The components, benefits, and application scenarios of Hydrogen 4.0 are discussed while how digitalisation technologies can contribute to the successful integration of sustainable energy solutions in the global energy sector is also addressed.","Hydrogen 4.0 is a cyber–physical system for renewable hydrogen energy plants that leverages Industry 4.0 technologies to enhance efficiency, safety, and compliance."
"Internet of Predictable Things (IoPT) Framework to Increase Cyber-Physical System Resiliency.","https://scispace.com/paper/internet-of-predictable-things-iopt-framework-to-increase-ci38hwn4e9","2021","Posted Content","","Umit Cali
Murat Kuzlu
Vinayak Sharma
Manisa Pipattanasomporn
Ferhat Ozgur Catak","","https://arxiv.org/pdf/2101.07816","During the last two decades, distributed energy systems, especially renewable energy sources (RES), have become more economically viable with increasing market share and penetration levels on power systems. In addition to decarbonization and decentralization of energy systems, digitalization has also become very important. The use of artificial intelligence (AI), advanced optimization algorithms, Industrial Internet of Things (IIoT), and other digitalization frameworks makes modern power system assets more intelligent, while vulnerable to cybersecurity risks. This paper proposes the concept of the Internet of Predictable Things (IoPT) that incorporates advanced data analytics and machine learning methods to increase the resiliency of cyber-physical systems against cybersecurity risks. The proposed concept is demonstrated using a cyber-physical system testbed under a variety of cyber attack scenarios as a proof of concept (PoC).","In this paper, the authors proposed the concept of the Internet of Predictable Things (IoPT) that incorporates advanced data analytics and machine learning methods to increase the resiliency of cyber-physical systems against cybersecurity risks."
"Reliable Industry 4.0 Based on Machine Learning and IoT for Analyzing, Monitoring, and Securing Smart Meters.","https://scispace.com/paper/reliable-industry-4-0-based-on-machine-learning-and-iot-for-gbudof07qr","2021","Journal Article","Sensors","Mahmoud Elsisi
Mahmoud Elsisi
Karar Mahmoud
Karar Mahmoud
Matti Lehtonen
Mohamed M. F. Darwish
Mohamed M. F. Darwish","10.3390/S21020487","https://www.mdpi.com/1424-8220/21/2/487/pdf","The modern control infrastructure that manages and monitors the communication between the smart machines represents the most effective way to increase the efficiency of the industrial environment, such as smart grids. The cyber-physical systems utilize the embedded software and internet to connect and control the smart machines that are addressed by the internet of things (IoT). These cyber-physical systems are the basis of the fourth industrial revolution which is indexed by industry 4.0. In particular, industry 4.0 relies heavily on the IoT and smart sensors such as smart energy meters. The reliability and security represent the main challenges that face the industry 4.0 implementation. This paper introduces a new infrastructure based on machine learning to analyze and monitor the output data of the smart meters to investigate if this data is real data or fake. The fake data are due to the hacking and the inefficient meters. The industrial environment affects the efficiency of the meters by temperature, humidity, and noise signals. Furthermore, the proposed infrastructure validates the amount of data loss via communication channels and the internet connection. The decision tree is utilized as an effective machine learning algorithm to carry out both regression and classification for the meters’ data. The data monitoring is carried based on the industrial digital twins’ platform. The proposed infrastructure results provide a reliable and effective industrial decision that enhances the investments in industry 4.0.","In this paper, a new infrastructure based on machine learning is introduced to analyze and monitor the output data of the smart meters to investigate if this data is real data or fake, and the proposed infrastructure validates the amount of data loss via communication channels and the internet connection."
"A Solution Architecture for Energy Monitoring and Visualisation in Smart Factories with Robotic Automation","https://scispace.com/paper/a-solution-architecture-for-energy-monitoring-and-22yd2lq67i","","Journal Article","","Louie Webb
M. O. Tokhi
Bugra Alkan","10.1007/978-3-031-47272-5_32","","In today's manufacturing landscape, digital twin-enabled smart factories are revolutionising traditional practises by leveraging cutting-edge technologies such as Internet of Things (IoT) devices, advanced analytics, machine learning, and artificial intelligence (AI). These factories create virtual replicas, or digital twins, of their physical counterparts, enabling real-time monitoring, analysis, and control of manufacturing operations. One area of innovation within smart factories is the role of energy condition monitoring and data analytics, which has gained significant attention due to the challenges of interoperability in industrial environments and the emerging need for sustainable manufacturing systems. This paper proposes an energy monitoring and visualisation solution architecture and example data visualisation dashboards at multiple user levels. The proposed solution architecture is deployed on a case study that included robotic material handling, and the results showed that the proposed solution can provide valuable insights to the users regarding the energy consumption of shop-floor components and provide a cost-efficient solution for energy analytics that can be used within SMEs. ","This paper proposes a solution architecture for energy monitoring and visualisation in smart factories with robotic automation, leveraging IoT, AI, and analytics to provide real-time insights and cost-efficient energy analytics for SMEs."
