"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Novel Layered Architecture and Modular Design Framework for Next-gen Cyber Physical System","https://scispace.com/paper/a-novel-layered-architecture-and-modular-design-framework-1xduxj1v","2022","Proceedings Article","International Conference on Computational Collective Intelligence","Ayaskanta Mishra
Arun Kumar Ray","10.1109/ICCCI54379.2022.9740757","","Cyber Physical System (CPS) is a complex interdisciplinary engineering system with amalgamation of physical-realm entities like machines, sensors, actuators and embedded devices with the cyber-realm system constituting of communication networks, Internet, and network-centric heterogeneous computing platforms like cloud and Fog/Edge computing. Further, with the recent advancements in the field of Internet of Things (IoT) and Machine-to-Machine (M2M) communication as enabling technologies; it is possible to design large scale CPS and deployment of application-specific sensordata acquisition and control systems. This has unfolded another technological dimension of huge data-centric subsystems: Big-Data and Artificial Intelligence (AI) and Machine Learning (ML) based application specific data analytics requirement for future-ready intelligent CPS also popularly referred as Cognitive CPS (CCPS). In this paper, we have proposed a novel four-layer architecture and their design framework with the vision of Next-generation Cyber Physical System (NG-CPS). Some major design attributes of each layer have been considered to formulate eight NG-CPS design goals with a modelling approach and suggested some major design aspects including modularity, scalability.","A novel four-layer architecture and their design framework with the vision of Next-generation Cyber Physical System (NG-CPS) is proposed and some major design aspects including modularity, scalability are suggested."
"A Novel Layered Architecture and Modular Design Framework for Next-gen Cyber Physical System","https://scispace.com/paper/a-novel-layered-architecture-and-modular-design-framework-156uv2eg","2022","Proceedings Article","2022 International Conference on Computer Communication and Informatics (ICCCI)","","10.1109/iccci54379.2022.9740757","","Cyber Physical System (CPS) is a complex interdisciplinary engineering system with amalgamation of physical-realm entities like machines, sensors, actuators and embedded devices with the cyber-realm system constituting of communication networks, Internet, and network-centric heterogeneous computing platforms like cloud and Fog/Edge computing. Further, with the recent advancements in the field of Internet of Things (IoT) and Machine-to-Machine (M2M) communication as enabling technologies; it is possible to design large scale CPS and deployment of application-specific sensordata acquisition and control systems. This has unfolded another technological dimension of huge data-centric subsystems: Big-Data and Artificial Intelligence (AI) and Machine Learning (ML) based application specific data analytics requirement for future-ready intelligent CPS also popularly referred as Cognitive CPS (CCPS). In this paper, we have proposed a novel four-layer architecture and their design framework with the vision of Next-generation Cyber Physical System (NG-CPS). Some major design attributes of each layer have been considered to formulate eight NG-CPS design goals with a modelling approach and suggested some major design aspects including modularity, scalability. ","In this paper , the authors have proposed a novel four-layer architecture and their design framework with the vision of Next-generation Cyber Physical System (NG-CPS), which is a complex interdisciplinary engineering system with amalgamation of physical-real-m entities like machines, sensors, actuators and embedded devices with the cyber-realm system constituting of communication networks, Internet, and network-centric heterogeneous computing platforms like cloud and Fog/Edge computing."
"Design of an efficient Communication Architecture for Cyber-Physical Production Systems","https://scispace.com/paper/design-of-an-efficient-communication-architecture-for-cyber-s8uzk8o22i","2018","Proceedings Article","Conference on Automation Science and Engineering","Florian Kaestner
Dirk Kuschnerus
Christoph Spiegel
Benedikt Janssen
Michael Huebner","10.1109/COASE.2018.8560563","","Current industrial plants are typically equipped with Programmable Logic Controllers (PLCs) in fixed hierarchical structures. A key paradigm in Industrial Internet of Things (IIoT) is the design of distributed smart embedded systems replacing PLCs and extending their capability to enable energy-efficient, scalable systems offering performance and self-adaptivity to changing economical, environmental and process conditions. To be applicable in industrial contexts, these Cyber-Physical Production Systems (CPPS) have to satisfy strict realtime requirements while providing cost-efficiency and user-friendliness. In addition, the intellectual property of the system stakeholders like business logic and control algorithms must be protected against manipulation and theft within the distributed system. In this paper, we analyze communication approaches and provide a CPPS architecture fulfilling these requirements.","This paper analyzes communication approaches and provides a CPPS architecture fulfilling requirements to satisfy strict realtime requirements while providing cost-efficiency and user-friendliness in industrial contexts."
"IoT and MQTT based web monitoring of a solar living laboratory","https://scispace.com/paper/iot-and-mqtt-based-web-monitoring-of-a-solar-living-33a49o16","2022","Proceedings Article","","Ahmed Rachid
Abdelghani Djedjig","10.1109/ICoDT255437.2022.9787471","","This paper describes the tools used for the web-monitoring of a solar energy living lab referred to as SOLLAB. A low-cost electronic control unit (ECU) developed internally is presented and its use as an IoT is discussed. Based on this affordable hardware, the open source MQTT protocol and Node-Red framework are performed to ensure data communication locally and further distant monitoring through internet. The overall hardware and software architecture and configuration are explained in the context of the SOLLAB.","The overall hardware and software architecture and configuration are explained in the context of the SOLLAB and the open source MQTT protocol and Node-Red framework are performed to ensure data communication locally and further distant monitoring through internet."
"IoT and MQTT based web monitoring of a solar living laboratory","https://scispace.com/paper/iot-and-mqtt-based-web-monitoring-of-a-solar-living-1v7e3b30","2022","Proceedings Article","","","10.1109/icodt255437.2022.9787471","","This paper describes the tools used for the web-monitoring of a solar energy living lab referred to as SOLLAB. A low-cost electronic control unit (ECU) developed internally is presented and its use as an IoT is discussed. Based on this affordable hardware, the open source MQTT protocol and Node-Red framework are performed to ensure data communication locally and further distant monitoring through internet. The overall hardware and software architecture and configuration are explained in the context of the SOLLAB. ","In this paper , the authors describe the tools used for web-monitoring of a solar energy living lab referred to as SOLLAB and its use as an IoT is discussed."
"A Scalable Clustered Architecture for Cyber-Physical Systems","https://scispace.com/paper/a-scalable-clustered-architecture-for-cyber-physical-systems-3hnhflyayke4","2024","Journal Article","arXiv.org","Bernardo Cabral","10.48550/arxiv.2407.14529","","Cyber-Physical Systems (CPS) play a vital role in the operation of intelligent interconnected systems. CPS integrates physical and software components capable of sensing, monitoring, and controlling physical assets and processes. However, developing distributed and scalable CPSs that efficiently handle large volumes of data while ensuring high performance and reliability remains a challenging task. Moreover, existing commercial solutions are often costly and not suitable for certain applications, limiting developers and researchers in experimenting and deploying CPSs on a larger scale. The development of this project aims to contribute to the design and implementation of a solution to the CPS challenges. To achieve this goal, the Edge4CPS system was developed. Edge4CPS system is an open source, distributed, multi-architecture solution that leverages Kubernetes for managing distributed edge computing clusters. It facilitates the deployment of applications across multiple computing nodes. It also offers services such as data pipeline, which includes data processing, classification, and visualization, as well as a middleware for messaging protocol translation.","This research presents Edge4CPS, an open-source, distributed system for scalable Cyber-Physical Systems, leveraging Kubernetes for edge computing clusters, facilitating application deployment, data processing, and visualization, addressing challenges in developing efficient, high-performance, and reliable CPSs."
"A Scalable Real-Time Monitoring System for East-West PV Systems Leveraging the Internet of Things","https://scispace.com/paper/a-scalable-real-time-monitoring-system-for-east-west-pv-3vlm8whnhfrf","2024","Journal Article","","Samir H. Haddad
Rabah Chaker
Mohamed Amine Moussa
Lynda Saci
Abdelmalek Khezzar","10.1109/icaecot62402.2024.10828963","","The increasing adoption of solar photovoltaic (PV) systems necessitates effective monitoring solutions, particularly for east-west oriented arrays experiencing uneven sunlight exposure throughout the day. This paper addresses this challenge by proposing an Internet of Things (IoT) architecture for remote data acquisition and performance evaluation. The architecture integrates low-cost current and voltage sensors with the open-source MQTT protocol for efficient wireless data transmission. Leveraging the Node-RED platform for data visualization and analysis, this approach empowers remote monitoring, comprehensive performance evaluation, and ultimately leads to improved efficiency, reliability, and maintainability of east-west oriented solar PV systems.","This paper proposes an IoT-based monitoring system for east-west PV systems, leveraging MQTT protocol and Node-RED platform for efficient data transmission and visualization, to improve efficiency, reliability, and maintainability of solar PV systems."
"Industrial Cyber Physical Systems Supported by Distributed Advanced Data Analytics","https://scispace.com/paper/industrial-cyber-physical-systems-supported-by-distributed-ek5qcbo9zn","2016","Book Chapter","","Jonas Queiroz
Paulo Leitão
Eugénio Oliveira","10.1007/978-3-319-51100-9_5","https://scispace.com/pdf/industrial-cyber-physical-systems-supported-by-distributed-ek5qcbo9zn.pdf","The industry digitization is transforming its business models, organizational structures and operations, mainly promoted by the advances and the mass utilization of smart methods, devices and products, being leveraged by initiatives like Industrie 4.0. In this context, the data is a valuable asset that can support the smart factory features through the use of Big Data and advanced analytics approaches. In order to address such requirements and related challenges, Cyber Physical Systems (CPS) promote the development of more intelligent, adaptable and responsiveness supervisory and control systems capable to overcome the inherent complexity and dynamics of industrial environments. In this context, this work presents an agent-based industrial CPS, where agents are endowed with data analysis capabilities for distributed, collaborative and adaptive process supervision and control. Additionally, to address the different industrial levels’ requirements, this work combines two main data analysis scopes: at operational level, applying distributed data stream analysis for rapid response monitoring and control, and at supervisory level, applying big data analysis for decision-making, planning and optimization. Some experiments have been performed in the context of an electric micro grid where agents were able to perform distributed data analysis to predict the renewable energy production.","This work presents an agent-based industrial CPS, where agents are endowed with data analysis capabilities for distributed, collaborative and adaptive process supervision and control and to address the different industrial levels’ requirements."
"Industrial Automation PLC, SCADA, IoT-based monitoring, smart factories, and cyber physical production systems","https://scispace.com/paper/industrial-automation-plc-scada-iot-based-monitoring-smart-u589so4gafz0","2025","Journal Article","","","10.54209/elimensi.v2i02.418","https://scispace.compdf/industrial-automation-plc-scada-iot-based-monitoring-smart-u589so4gafz0.pdf","This study evaluates an integrated PLC–SCADA–IIoT architecture with edge analytics and a closed-loop digital twin to realize a smart factory/CPPS in a brownfield environment. A design–build–measure–learn methodology is applied with interoperability standards (OPC UA/MQTT), network segmentation (optional TSN), and security governance based on IEC 62443. A hybrid (physics-informed + data-driven) predictive model is built and deployed at the edge; the digital twin is synchronized through state estimation (Δt ≈ 100–200 ms) to provide set-point recommendations and maintenance scheduling audited by the PLC safety guard. Factorial tests on combinations of line speed and degradation levels show significant performance improvements (Welch t-test, α=0.05): OEE increases by ~6–12 absolute points, cycle time decreases by 5–8%, energy/unit decreases by ~8%, and scrap decreases by ~35–40% at severe degradation. The increase in determinism is reflected in the decrease in p95 latency (PLC↔Edge 55→18 ms, Edge↔SCADA 85→35 ms). In predictive maintenance, performance improved (AUROC 0.78→0.94; PR-AUC 0.41→0.72; F1 0.56→0.78; RUL-MAE 22.1→9.4 hours) with the false alarm rate decreasing by 0.095→0.038. The safety posture increased from 1.2–2.0 to 3.9–4.5 (scale 0–5). The study’s key contributions are the co-design of a PLC deterministic loop with an AI adaptive loop at the edge, a closed-loop hybrid digital twin, and the measurement of technical–business benefits linked to ROI, providing a practical, incremental adoption path for manufacturers—especially SMEs—towards smart factories. ",""
"Data Acquisition Platform for The Energy Management of Smart Factories and Buildings","https://scispace.com/paper/data-acquisition-platform-for-the-energy-management-of-smart-ddsb5vfz","2023","Proceedings Article","International Conference on Ubiquitous Information Management and Communication","Shah M. Mahir
Graham Koch
J Herne
John J. Lee","10.1109/IMCOM56909.2023.10035546","","With the rise of energy consumption, especially in the manufacturing sector, energy management systems are being developed to increase the energy efficiency of smart buildings and factories. These energy management systems are able to derive energy consumption parameters and visualize environmental data collected from a data acquisition platform. Internet of Things (loT) technologies can be used to acquire this data, but will face challenges in industrial settings-lack of cyber secure communication, poor scalability, and minimal back-end functionality are to name a few. This paper presents a data acquisition platform for industrial energy management that combats these loT challenges. The implemented platform utilizes the Message Queuing Telemetry Transport (MQTT) protocol to establish fast and simple communication between constrained loT devices. A home automation platform called open Home Automation Bus (openHAB) is utilized as an integration platform due to its balance between functionality and user experience. However, since openHAB does not offer end-to-end payload encryption for MQTT, a method of secure communication to and from openHAB is developed using AES-128 and XChaCha20 algorithms. To improve loT scalability, a method of dynamic sensor configuration is also developed, which mitigates open-HAB configuration time. Finally, though many databases are supported, Influx Database (InfluxDB) is integrated alongside openHAB to collect and analyze sensor data. The study concludes that the implemented system provides a data acquisition platform with sensor data storage and secure communication for easy integration and use in buildings or smart factories.","In this paper , a data acquisition platform for industrial energy management that combats the Internet of Things (loT) challenges is presented. But, since the platform does not offer end-to-end payload encryption for MQTT, a method of secure communication to and from openHAB is developed using AES-128 and XChaCha20 algorithms."
"Data Acquisition Platform for The Energy Management of Smart Factories and Buildings","https://scispace.com/paper/data-acquisition-platform-for-the-energy-management-of-smart-16hcdshk","2023","Proceedings Article","2023 17th International Conference on Ubiquitous Information Management and Communication (IMCOM)","","10.1109/imcom56909.2023.10035546","","With the rise of energy consumption, especially in the manufacturing sector, energy management systems are being developed to increase the energy efficiency of smart buildings and factories. These energy management systems are able to derive energy consumption parameters and visualize environmental data collected from a data acquisition platform. Internet of Things (loT) technologies can be used to acquire this data, but will face challenges in industrial settings-lack of cyber secure communication, poor scalability, and minimal back-end functionality are to name a few. This paper presents a data acquisition platform for industrial energy management that combats these loT challenges. The implemented platform utilizes the Message Queuing Telemetry Transport (MQTT) protocol to establish fast and simple communication between constrained loT devices. A home automation platform called open Home Automation Bus (openHAB) is utilized as an integration platform due to its balance between functionality and user experience. However, since openHAB does not offer end-to-end payload encryption for MQTT, a method of secure communication to and from openHAB is developed using AES-128 and XChaCha20 algorithms. To improve loT scalability, a method of dynamic sensor configuration is also developed, which mitigates open-HAB configuration time. Finally, though many databases are supported, Influx Database (InfluxDB) is integrated alongside openHAB to collect and analyze sensor data. The study concludes that the implemented system provides a data acquisition platform with sensor data storage and secure communication for easy integration and use in buildings or smart factories. ","In this paper , a data acquisition platform for industrial energy management that combats the Internet of Things (loT) challenges is presented. But, since the platform does not offer end-to-end payload encryption for MQTT, a method of secure communication to and from openHAB is developed using AES-128 and XChaCha20 algorithms."
"A Deep Learning-Driven Self-Conscious Distributed Cyber-Physical System for Renewable Energy Communities","https://scispace.com/paper/a-deep-learning-driven-self-conscious-distributed-cyber-1rljuo55","2023","Journal Article","Sensors","Giovanni Cicceri
Giuseppe Tricomi
L. D'Agati
Francesco Longo
Giovanni Merlino
Antonio Puliafito","10.3390/s23094549","https://scispace.com/pdf/a-deep-learning-driven-self-conscious-distributed-cyber-1rljuo55.pdf","The Internet of Things (IoT) is transforming various domains, including smart energy management, by enabling the integration of complex digital and physical components in distributed cyber-physical systems (DCPSs). The design of DCPSs has so far been focused on performance-related, non-functional requirements. However, with the growing power consumption and computation expenses, sustainability is becoming an important aspect to consider. This has led to the concept of energy-aware DCPSs, which integrate conventional non-functional requirements with additional attributes for sustainability, such as energy consumption. This research activity aimed to investigate and develop energy-aware architectural models and edge/cloud computing technologies to design next-generation, AI-enabled (and, specifically, deep-learning-enhanced), self-conscious IoT-extended DCPSs. Our key contributions include energy-aware edge-to-cloud architectural models and technologies, the orchestration of a (possibly federated) edge-to-cloud infrastructure, abstractions and unified models for distributed heterogeneous virtualized resources, innovative machine learning algorithms for the dynamic reallocation and reconfiguration of energy resources, and the management of energy communities. The proposed solution was validated through case studies on optimizing renewable energy communities (RECs), or energy-aware DCPSs, which are particularly challenging due to their unique requirements and constraints; in more detail, in this work, we aim to define the optimal implementation of an energy-aware DCPS. Moreover, smart grids play a crucial role in developing energy-aware DCPSs, providing a flexible and efficient power system integrating renewable energy sources, microgrids, and other distributed energy resources. The proposed energy-aware DCPSs contribute to the development of smart grids by providing a sustainable, self-consistent, and efficient way to manage energy distribution and consumption. The performance demonstrates our approach’s effectiveness for consumption and production (based on RMSE and MAE metrics). Our research supports the transition towards a more sustainable future, where communities adopting REC principles become key players in the energy landscape.","In this article , the authors investigate and develop energy-aware architectural models and edge/cloud computing technologies to design next-generation, AI-enabled (and, specifically, deep-learningenhanced), self-conscious IoT-extended DCPSs."
"Architecture, technologies and challenges for cyber-physical systems in industry 4.0: a systematic mapping study","https://scispace.com/paper/architecture-technologies-and-challenges-for-cyber-physical-26jiggk51l","2018","Proceedings Article","Empirical Software Engineering and Measurement","Florian Hofer","10.1145/3239235.3239242","","Background: The vision of a fourth industrial revolution lately strongly captured the attention of research A Cyber-physical system (CPS) is one of the main drivers of this vision. Such system controls an underlying factory interacting with sensors, actuators and other systems creating systems-of-systems. A main point of interest is how these components are built and interconnected, i.e. the system's architecture, and how it might be improved to increase reliability and security.Aims: Unfortunately, there is no review available describing and identifying recent research status and progress for such architectures. Thus, in this systematic mapping study, we overview research on architecture for CPS in the context of Industry 4.0.Method: With an initial automatic search and through iterative refining, first results were gathered. Next, forward and backwards snowballing was performed to integrate the results, giving a final population of 213 papers. The output of this study is firstly a categorization and plot of architectural styles. Secondly, the categorization is extended to include security concerns.Results: In general, there is a tendency in proposing solutions in the fields of system and software architecture while other areas are visibly under-researched. Most proposals focus in digital representation, information management and integration of solutions.Conclusions: While a lot of solution proposals for different architectures exist, there are many fields uncovered and most of the solutions still lack of validation and evaluation results. Our findings highlight areas for future research and provide suggestions for investigation approaches.","This systematic mapping study overviews research on architecture for CPS in the context of Industry 4.0 and highlights areas for future research and provides suggestions for investigation approaches."
"An MQTT-based IoT Cloud Platform with Flow Design by Node-RED","https://scispace.com/paper/an-mqtt-based-iot-cloud-platform-with-flow-design-by-node-4jf30exd37","2019","Proceedings Article","","Choopan Rattanapoka
Somphop Chanthakit
Apatsaraporn Chimchai
Amorntip Sookkeaw","10.1109/RI2C48728.2019.8999942","","Nowadays, Internet of Things or IoT is gaining popularity. However, the process to set up the IoT platform is complex and time consuming for some IoT developers. Thus, this paper presents the design and development of an MQTT-based IoT cloud platform with flow design by Node-RED to help developers save time to set up the IoT platform by themselves. The user interface of this platform is in the form of a web application developed with the MERN stack. The platform provides three main services: (1) MQTT broker for data transmission (2) Node-RED for designing the flow of data processing and displaying data in graphical form via Dashboard and (3) InfluxDB and MongoDB databases for storing data. These services operate as containers running on the Docker. The web application connects to the Docker via Docker API using the Dockerode library to start, stop and get the status of the containers. Using the test by making an IoT system for monitoring and displaying temperature values, we found that our platform can support and help users in developing the IoT system very well. The developers who want to develop IoT systems do not need to set up an IoT platform by themselves.","The design and development of an MQTT-based IoT cloud platform with flow design by Node-RED to help developers save time to set up the IoT platform by themselves is presented."
"Remotely Accessible Cyber-Physical System Testbed for Power Grid's Security and Reliability","https://scispace.com/paper/remotely-accessible-cyber-physical-system-testbed-for-power-58t7iu5dc0xk","2024","Journal Article","","Mazharul Islam
T. A. Khan
Sunjare Zulfiker
A S M Jahid Hasan
Hafiz Abdur Rahman","10.1109/icsgsc62639.2024.10813893","","With the increasing complexity and integration of digital technologies in power grids, ensuring their security and reliability has become a critical challenge. Cyber-physical threats pose significant risks to the stability and functionality of these systems. To address these challenges, there is a need for comprehensive testbeds that can simulate real-world scenarios and assess the resilience of power grid operations under various cyber-physical attack vectors. This paper presents a remotely accessible cyber-physical system (CPS) testbed that we designed and built to study the security and reliability issues of power grids. Utilizing Node-RED in the front-end and integrating GridPACK, HELICS, and NS3 in the back-end, the testbed provides comprehensive capabilities for simulating, monitoring, and analyzing power grid performance under various scenarios, including various kinds of cyber-attack. The CPS testbed enables us to measure performance metrics such as network latency, packet loss, voltage stability, and system response time are monitored under normal and attack conditions through various simulations and real-time data analysis. This testbed provides a valuable tool for researchers and engineers to study and improve power grid security and resilience.","This paper presents a remotely accessible cyber-physical system testbed for power grid security and reliability, utilizing Node-RED and integrating GridPACK, HELICS, and NS3 to simulate, monitor, and analyze power grid performance under various cyber-attack scenarios."
"Sugar Shack 4.0: Practical Demonstration of an IIoT-Based Event-Driven Automation System","https://scispace.com/paper/sugar-shack-4-0-practical-demonstration-of-an-iiot-based-x97b58sgyagr","2025","Journal Article","","Bernard Thomas
Grondin, Francois
Lavoie Jean‐Michel","10.48550/arxiv.2510.15708","https://scispace.compdf/sugar-shack-4-0-practical-demonstration-of-an-iiot-based-x97b58sgyagr.pdf","This paper presents a practical alternative to programmable-logic-controller-centric automation by implementing an event-driven architecture built with industrial Internet of Things tools. A layered design on a local edge server (i) abstracts actuators, (ii) enforces mutual exclusion of shared physical resources through an interlock with priority queueing, (iii) composes deterministic singular operations, and (iv) orchestrates complete workflows as state machines in Node-RED, with communication over MQTT. The device layer uses low-cost ESP32-based gateways to interface sensors and actuators, while all automation logic is offloaded to the server side. As part of a larger project involving the first scientifically-documented integration of Industry 4.0 technologies in a maple syrup boiling center, this work demonstrates the deployment of the proposed system as a case-study. Evaluation over an entire production season shows median message time of flight around one tenth of a second, command issuance-to-motion latencies of about two to three seconds, and command completion near six seconds dominated by actuator mechanics; operation runtimes span tens of seconds to minutes. These results indicate that network and orchestration overheads are negligible relative to process dynamics, enabling modular, distributed control without compromising determinism or fault isolation. The approach reduces material and integration effort, supports portable containerized deployment, and naturally enables an edge/cloud split in which persistence and analytics are offloaded while automation remains at the edge. ",""
"An MQTT-Based Scalable Architecture for Remote Monitoring and Control of Large-Scale Solar Photovoltaic Systems","https://scispace.com/paper/an-mqtt-based-scalable-architecture-for-remote-monitoring-ccn0mhchv6","2018","Book Chapter","The Internet of Things","Salsabeel Shapsough
Mohannad Takrouri
Rached Dhaouadi
Imran A. Zualkernan","10.1007/978-3-030-05928-6_6","","This paper presents a novel IoT-based architecture that utilizes IoT communication, software, and hardware technologies to enable real-time monitoring and management of solar photovoltaic systems at a large scale. The system enables stakeholders to remotely control and monitor the photovoltaic systems and evaluate the effect of various environmental factors such as humidity, temperature, and dust. The system was implemented and evaluated in terms of network delay and resource consumption. MQTT demonstrated an average network delay of less than 1 s, proving the architecture to be ideal for solar and smart grid monitoring systems. At the hardware, the evaluation showed the hardware to consume about 3% of the panel’s capacity, while the application also utilized a very small percentage of the CPU. This lead to the conclusion that the proposed architecture is best deployed using low-cost constrained edge devices where a combination of efficient MQTT communication and low resources consumption makes the system cost-effective and scalable.","A novel IoT-based architecture that utilizes IoT communication, software, and hardware technologies to enable real-time monitoring and management of solar photovoltaic systems at a large scale to be ideal for solar and smart grid monitoring systems."
"IoT Energy Retrofit and the Connection of Legacy Machines Inside the Industry 4.0 Concept","https://scispace.com/paper/iot-energy-retrofit-and-the-connection-of-legacy-machines-1aqrbihz4t","2019","Proceedings Article","Conference of the Industrial Electronics Society","Fabio Lima
Alexandre Augusto Massote
Rodrigo Filev Maia","10.1109/IECON.2019.8927799","","Industry 4.0 concepts has left the hype behind them to become an industrial reality. Several technological pillars provide support to the so called 4th industrial revolution. Among them are the Digital Twin (based on Cyber-Physical-Systems (CPS)) and the Internet of Things (IoT). Moreover, the interoperability from legacy equipment should be provided to the success of this new factory model. A huge concern is focused on the small and medium enterprises (SME) and their steps toward this new industry. Considering this scenario, this work presents a machine retrofit using an energy measurement industrial sensor, an IoT gateway to provide connectivity to this machine as well as show how the generated data could be sent to the cloud. Once in the cloud the data should feedback the digital energy model in one hand and in another hand be shared with third part partners. In order to manage and build massages in proper communication protocols the Node Red software was used and a mobile application was developed to monitor the energy data in real time.","This work presents a machine retrofit using an energy measurement industrial sensor, an IoT gateway to provide connectivity to this machine as well as show how the generated data could be sent to the cloud."
"Crazy Nodes: Towards Ultimate Flexibility in Ubiquitous Big Data Stream Engineering, Visualisation, and Analytics, in Smart Factories","https://scispace.com/paper/crazy-nodes-towards-ultimate-flexibility-in-ubiquitous-big-1kzagkw0","2022","Book Chapter","Lecture Notes in Computer Science","Mirco Soderi
John G. Breslin","10.1007/978-3-031-19762-8_18","","AbstractSmart Factories characterize as context-rich, fast-changing environments where heterogeneous hardware appliances are found beside of also heterogeneous software components deployed in (or directly interfacing with) IoT devices, as well as in on-premise mainframes, and on the Cloud. This inherent heterogeneity poses major challenges particularly when a high degree of resiliency is needed, and the ubiquitously deployed software components must be replaced or reconfigured at real-time to respond to the most diverse events, ranging from an out-of-range sensor detection, to a new order issued by a customer. In this work, a software framework is presented, which allows to deploy, (re)configure, run, and monitor the most diverse software across all the three layers of the Smart Factory (edge, fog, Cloud), from remote, via API calls, in a standardised uniform manner, relying on containerization technologies, and on a variety of software technologies, frameworks, and programming languages, including Node-RED, MQTT, Scala, Apache Spark, and Kafka. The most recent advances in the framework design, implementation, and demonstration, which led to the introduction of the so-called Crazy Nodes, are presented and motivated. A comprehensive proof-of-concept is given, where user interfaces and distributed systems are created from scratch via API calls to implement AI-based alerting systems, Big Data stream filtering and transformation, AI model training, storage, and usage for one-shot as well as stream predictions, and real-time Big Data visualization through line plots, histograms, and pie charts.KeywordsSmart manufacturingResilient manufacturingCloud manufacturingArtificial intelligenceAIDistributed systemSystem of systemsUbiquitous computingStream processingStream visualizationMicro-serviceApplication programming interfaceAPI ","In this paper , a software framework is presented, which allows to deploy, reconfigure, run, and monitor the most diverse software across all the three layers of the Smart Factory (edge, fog, Cloud), from remote, via API calls, in a standardised uniform manner, relying on containerization technologies, and on a variety of software technologies, frameworks, and programming languages, including Node-RED, MQTT, Scala, Apache Spark, and Kafka."
"A Review of Recent Reference Architectures for Cyber-Physical Systems, in the Industry 4.0 Era","https://scispace.com/paper/a-review-of-recent-reference-architectures-for-cyber-25k72idcoe","2018","Journal Article","","Ghešiu Teodor","10.2478/AUCTS-2018-0002","","Abstract With the uptake of the IoT in the industrial domain, a whole new range of cyber-physical systems has emerged; Industry 4.0 is the title given to this technological domain of highly interconnected, data-rich systems. To aid the development of such systems, a range of reference architectures has been developed throughout the years. This paper reviews a number of recent reference architectures, detailing their essential traits as well as identifying aspects that need to be further explored in order to obtain reference architectures better tuned to generating cyber-physical social systems.","A number of recent reference architectures are reviewed, detailing their essential traits as well as identifying aspects that need to be further explored in order to obtain reference architectures better tuned to generating cyber-physical social systems."
"Low-Cost ESP32, Raspberry Pi, Node-Red, and MQTT Protocol Based SCADA System","https://scispace.com/paper/low-cost-esp32-raspberry-pi-node-red-and-mqtt-protocol-based-4ebq035jv8","2020","Proceedings Article","","Atefeh Zare
M. Tariq Iqbal","10.1109/IEMTRONICS51293.2020.9216412","","Growing energy cost and demand has motivated many organizations to achieve smart ways to monitor, control, and save energy. Smart automation can reduce costs while still satisfying energy demand. The residential, commercial, and industrial sectors can utilize the technologies of the Internet of Things (IoT) to manage energy consumption better. This paper presents a low-cost, open-source, and reliable Supervisory Control and Data Acquisition (SCADA) system for home monitoring and control system. The presented SCADA system consists of analog sensors, ESP32, Node-RED, and Message Queuing Telemetry Transport (MQTT) through local Wi-Fi to remotely access and control appliances. This system helps the users to monitor various conditions in the home, such as temperature, humidity, pressure, and light intensity. Thus, users can remotely monitor various devices such as lights, fans, heating/cooling systems, make decisions based on the feedback of sensors.","A low-cost, open-source, and reliable Supervisory Control and Data Acquisition (SCADA) system for home monitoring and control system that helps the users to monitor various conditions in the home, such as temperature, humidity, pressure, and light intensity."
"Machine learning based manufacturing control system for intelligent Cyber-Physical Systems","https://scispace.com/paper/machine-learning-based-manufacturing-control-system-for-2lavygqufy","2019","Journal Article","FME Transactions","Vaibhav Shah
Goran D. Putnik","10.5937/FMET1904802S","https://scispace.com/pdf/machine-learning-based-manufacturing-control-system-for-2lavygqufy.pdf","Cyber-physical systems are often misunderstood to be just any embedded systems. The real cyber-physical system should have both physical and digital (computational-communication-control) parts inter-connected in each part and process, and the system itself should have the capacity to change its own behaviour to adapt to changing requirements. This paper presents an architecture of an intelligent cyber-physical system where a reconfigurable manufacturing system is supported by a machine learning algorithm to provide enhanced decision-making to the manufacturing control system. Experiment results are presented showing the machine learning module can help the control system adjust itself with changing requirements provided externally (by a user) in the form of training examples. The result is an architecture of an intelligent cyber-physical system, with physical and digital parts always working in synchronization, enabling change in the system's behaviour in terms of manufacturing process-flow in order to adapt to any change in the production planning.","This paper presents an architecture of an intelligent cyber-physical system where a reconfigurable manufacturing system is supported by a machine learning algorithm to provide enhanced decision-making to the manufacturing control system."
