"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Conceptual Architecture and Model for Smart Manufacturing Relying on Service-Based Digital Twins","https://scispace.com/paper/a-conceptual-architecture-and-model-for-smart-manufacturing-4agais2pq7","2019","Proceedings Article","International Conference on Web Services","Tiziana Catarci
Donatella Firmani
Francesco Leotta
Federica Mandreoli
Massimo Mecella
Francesco Sapio","10.1109/ICWS.2019.00047","","The technological foundation of smart manufacturing consists of cyber-physical systems and the Internet-of-Things (IoT). Each IoT device in a smart factory can be coupled with a digital twin, that is, a dynamic virtual representation of the physical system across its life-cycle using real-time sensor data. Currently, the manufacturing process itself, the involved devices, and how they interact, is designed by human experts in a traditional way. We envision an architecture where humans can instead specify a goal and take advantage of technologies such as digital twins to automatically compose the corresponding physical processes, sharing some analogies with the notion of Web service composition","An architecture where humans can instead specify a goal and take advantage of technologies such as digital twins to automatically compose the corresponding physical processes, sharing some analogies with the notion of Web service composition is envisioned."
"A Survey of IoT Platform Comparison for Building Cyber-Physical System Architecture","https://scispace.com/paper/a-survey-of-iot-platform-comparison-for-building-cyber-dyb9z6hmqs","2019","Proceedings Article","","Yohanes Yohanie Fridelin Panduman
Sritrusta Sukaridhoto
Anang Tjahjono","10.1109/ISRITI48646.2019.9034650","","Increased Internet of Things (IoT) technology has increased the number of IoT platform technology developments that are used to facilitate the development of IoT. But in the industrial era 4.0, the application of IoT to Smart Factory has evolved into a new paradigm, namely the Cyber-Physical System (CPS). Therefore, this paper aims to do a survey to determine the parameters and criteria to build a system and architecture of the CPS platform. Additionally, it surveys and analyzes using several parameters or criteria to compare several IoT platforms such as thing management, connectivity, data storage, data abstraction, interface, analytical, feedback & collaboration, security, scalability, microservices, plug, and play. The result shows that these parameters and criteria can be used as references to develop the CPS platform system. In the next step, we expected that the creation of a CPS platform can be based on references from the results of this research survey and analysis.","A survey to determine the parameters and criteria to build a system and architecture of the Cyber-Physical System (CPS) platform and shows that these parameters can be used as references to develop the CPS platform system."
"Reference framework for digital twins within cyber-physical systems","https://scispace.com/paper/reference-framework-for-digital-twins-within-cyber-physical-3pp4oxa4mn","2019","Proceedings Article","","Klementina Josifovska
Enes Yigitbas
Gregor Engels","10.1109/SESCPS.2019.00012","","Cyber-Physical Systems (CPSs) represent systems which integrate physical units and processes with computational entities over Internet and allow ubiquitous access of information and services. Although the application of CPSs promise to positively transform many application fields, there are still many open questions and challenges on how to design and realize a CPS. As indicated in the third level of the 5-level CPS architecture, the so-called cyber level, one of the challenges addresses the need for digital twins as high-fidelity mirroring images of CPSs entities. This is a prerequisite to realize the upper levels of the 5-level CPS architecture - the cognition and configuration level. In the scientific literature, the concept of a Digital Twin is introduced as a concrete realization for mirroring physical entities in the virtual world. However, a reference framework for the main building blocks of a Digital Twin framework is missing. This hinders a reuse of best practices and proven solutions for concrete realizations of a Digital Twin. In order to tackle this problem, we have established a reference framework for Digital Twins within a CPS. Our framework specifies the main building blocks of a Digital Twin in terms of structure and interrelations. To achieve this goal, we performed a systematic literature review, where we evaluated existing Digital Twin realizations used in different application domains of CPSs and we applied Grounded Theory and Framework Analysis as underlying methodologies. This reference framework serves a blueprint for developing Digital Twins of physical entities which are part of a CPS.","This work has established a reference framework for Digital Twins within a CPS, which specifies the main building blocks of a Digital Twin in terms of structure and interrelations and applies Grounded Theory and Framework Analysis as underlying methodologies."
"Open Middleware proposal for IoT focused on Industry 4.0","https://scispace.com/paper/open-middleware-proposal-for-iot-focused-on-industry-4-0-4ejvkjgu5f","2018","Proceedings Article","IEEE Colombian Conference Robotics and Automation","Gustavo D. Salazar Ch.
Carlos Venegas
Michael Baca
Ismael Pablo Rodriguez
Luis Armando Marrone","10.1109/CCRA.2018.8588117","","The arrival of hyper-connectivity and digitization through Cloud/Fog Computing in the productive industry, and together with an adequate analysis and treatment of data generated in this new industrial digital world, are giving rise to the well-known 4th Industrial revolution, with the sole purpose of automating processes more effectively, therefore, new information and communication technologies have a determining role; however, the lack of standardization and unified criteria for the development of cross-cutting platforms are a problem for the proper deployment of IoT, heart of 4th Industrial Revolution. This research raises the possibility of using an MQTT-minded middleware, with MQTT as an on-demand messaging protocol, taking advantage of its native characteristics and benefits in order to achieve an adequate implementation ecosystem for this new paradigm in automation and process controls. A proof-of-concept testbed was developed to support the selection of MQTT as the IoT Middleware protocol proposal; as well as a High-Level Osmotic-type Middleware Architecture solution for the new 21st Century Industry was developed.","This research raises the possibility of using an M QTT-minded middleware, with MQTT as an on-demand messaging protocol, taking advantage of its native characteristics and benefits in order to achieve an adequate implementation ecosystem for this new paradigm in automation and process controls."
"EMMA: Distributed QoS-Aware MQTT Middleware for Edge Computing Applications","https://scispace.com/paper/emma-distributed-qos-aware-mqtt-middleware-for-edge-15fviih6pz","2018","Proceedings Article","IEEE International Conference on Cloud Engineering","Thomas Rausch
Stefan Nastic
Schahram Dustdar","10.1109/IC2E.2018.00043","","Publish–subscribe middleware is a popular technology for facilitating device-to-device communication in large-scale distributed Internet of Things (IoT) scenarios. However, the stringent quality of service (QoS) requirements imposed by many applications cannot be met by cloud-based solutions alone. Edge computing is considered a key enabler for such applications. Client mobility and dynamic resource availability are prominent challenges in edge computing architectures. In this paper, we present EMMA, an edge-enabled publish–subscribe middleware that addresses these challenges. EMMA continuously monitors network QoS and orchestrates a network of MQTT protocol brokers. It transparently migrates MQTT clients to brokers in close proximity to optimize QoS. Experiments in a real-world testbed show that EMMA can significantly reduce end-to-end latencies that incur from network link usage, even in the face of client mobility and unpredictable resource availability.","Experiments in a real-world testbed show that EMMA can significantly reduce end-to-end latencies that incur from network link usage, even in the face of client mobility and unpredictable resource availability."
"A Layered Middleware for OT/IT Convergence to Empower Industry 5.0 Applications.","https://scispace.com/paper/a-layered-middleware-for-ot-it-convergence-to-empower-nkgew24n4rd9","","","","Lorenzo Patera
Andrea Garbugli
Armir Bujari
Domenico Scotece
Antonio Corradi","10.3390/s22010190","","We are still in the midst of Industry 4.0 (I4.0), with more manufacturing lines being labeled as smart thanks to the integration of advanced ICT in Cyber–Physical Systems (CPS). While I4.0 aims to provision cognitive CPS systems, the nascent Industry 5.0 (I5.0) era goes a step beyond, aiming to build cross-border, sustainable, and circular value chains benefiting society as a whole. An enabler of this vision is the integration of data and AI in the industrial decision-making process, which does not exhibit yet a coordination between the Operation and Information Technology domains (OT/IT). This work proposes an architectural approach and an accompanying software prototype addressing the OT/IT convergence problem. The approach is based on a two-layered middleware solution, where each layer aims to better serve the specific differentiated requirements of the OT and IT layers. The proposal is validated in a real testbed, employing actual machine data, showing the capacity of the components to gracefully scale and serve increasing data volumes.","This research proposes a two-layered middleware solution for OT/IT convergence, enabling Industry 5.0 applications by integrating data and AI in industrial decision-making, and is validated in a real testbed with actual machine data, demonstrating scalability and capacity to serve increasing data volumes."
"Towards a Cyber-Physical Manufacturing Cloud through Operable Digital Twins and Virtual Production Lines","https://scispace.com/paper/towards-a-cyber-physical-manufacturing-cloud-through-f0kw2rrib1","2020","","","Rakib Shahriar","","","In last decade, the paradigm of Cyber-Physical Systems (CPS) has integrated industrial manufacturing systems with Cloud Computing technologies for Cloud Manufacturing. Up to 2015, there were many CPS-based manufacturing systems that collected real-time machining data to perform remote monitoring, prognostics and health management, and predictive maintenance. However, these CPS-integrated and network ready machines were not directly connected to the elements of Cloud Manufacturing and required human-in-the-loop. Addressing this gap, we introduced a new paradigm of Cyber-Physical Manufacturing Cloud (CPMC) that bridges a gap between physical machines and virtual space in 2017. CPMC virtualizes machine tools in cloud through web services for direct monitoring and operations through Internet. Fundamentally, CPMC differs with contemporary modern manufacturing paradigms. For instance, CPMC virtualizes machining tools in cloud using remote services and establish direct Internet-based communication, which is overlooked in existing Cloud Manufacturing systems. Another contemporary, namely cyber-physical production systems enable networked access to machining tools. Nevertheless, CPMC virtualizes manufacturing resources in cloud and monitor and operate them over the Internet. This dissertation defines the fundamental concepts of CPMC and expands its horizon in different aspects of cloud-based virtual manufacturing such as Digital Twins and Virtual Production Lines. Digital Twin (DT) is another evolving concept since 2002 that creates as-is replicas of machining tools in cyber space. Up to 2018, many researchers proposed state-of-the-art DTs, which only focused on monitoring production lifecycle management through simulations and data driven analytics. But they overlooked executing manufacturing processes through DTs from virtual space. This dissertation identifies that DTs can be made more productive if they engage directly in direct execution of manufacturing operations besides monitoring. Towards this novel approach, this dissertation proposes a new operable DT model of CPMC that inherits the features of direct monitoring and operations from cloud. This research envisages and opens the door for future manufacturing systems where resources are developed as cloud-based DTs for remote and distributed manufacturing. Proposed concepts and visions of DTs have spawned the following fundamental researches. This dissertation proposes a novel concept of DT based Virtual Production Lines (VPL) in CPMC in 2019. It presents a design of a service-oriented architecture of DTs that virtualizes physical manufacturing resources in CPMC. Proposed DT architecture offers a more compact and integral service-oriented virtual representations of manufacturing resources. To re-configure a VPL, one requirement is to establish DT-to-DT collaborations in manufacturing clouds, which replicates to concurrent resource-to-resource collaborations in shop floors. Satisfying the above requirements, this research designs a novel framework to easily re-configure, monitor and operate VPLs using DTs of CPMC. CPMC publishes individual web services for machining tools, which is a traditional approach in the domain of service computing. But this approach overcrowds service registry databases. This dissertation introduces a novel fundamental service publication and discovery approach in 2020, OpenDT, which publishes DTs with collections of services. Experimental results show easier discovery and remote access of DTs while re-configuring VPLs. Proposed researches in this dissertation have received numerous citations both from industry and academia, clearly proving impacts of research contributions. ©2020 by Md Rakib Shahriar All Rights Reserved","This dissertation identifies that DTs can be made more productive if they engage directly in direct execution of manufacturing operations besides monitoring, and proposes a new operable DT model of CPMC that inherits the features of direct monitoring and operations from cloud."
"A Methodology for Digital Twin Modeling and Deployment for Industry 4.0","https://scispace.com/paper/a-methodology-for-digital-twin-modeling-and-deployment-for-r3uv6e9d1l","2021","Journal Article","","Greyce N. Schroeder
Charles Steinmetz
Ricardo N. Rodrigues
Renato Ventura Bayan Henriques
Achim Rettberg
Carlos Eduardo Pereira","10.1109/JPROC.2020.3032444","","The digital twin (DT) is a virtual representation of a physical object, which has been proposed as one of the key concepts for Industry 4.0. The DT provides a virtual representation of products along their lifecycle that enables the prediction and optimization of the behavior of a production system and its components. A methodology design using model-driven engineering (MDE) is proposed that strives toward being both flexible and generic. This approach is presented at two levels: first, a DT is modeled as a composition of basic components that provide basic functionalities, such as identification, storage, communication, security, data management, human–machine interface (HMI), and simulation; second, an aggregated DT is defined as a hierarchical composition of other DTs. A generic reference architecture based on these concepts and a concrete implementation methodology are proposed using AutomationML. This methodology follows an MDE approach that supports most of the DT features currently proposed in the literature. A case study has been developed, the proposed ideas are being evaluated with industrial case studies, and some of the preliminary results are described in this article. With the case study, it is possible to verify that the proposed methodology supports the creation and the deployment process of a DT.","A methodology design using model-driven engineering (MDE) is proposed that strives toward being both flexible and generic and supports most of the DT features currently proposed in the literature."
"Digital Twin Virtualization with Machine Learning for IoT and Beyond 5G Networks: Research Directions for Security and Optimal Control","https://scispace.com/paper/digital-twin-virtualization-with-machine-learning-for-iot-2n3wfh94","2022","Proceedings Article","","Jithin Jagannath
Keyvan Ramezanpour
Anu Jagannath","10.1145/3522783.3529519","","Digital twin (DT) technologies have emerged as a solution for real-time data-driven modeling of cyber physical systems (CPS) using the vast amount of data available by Internet of Things (IoT) networks. In this position paper, we elucidate unique characteristics and capabilities of a DT framework that enables realization of such promises as online learning of a physical environment, real-time monitoring of assets, Monte Carlo heuristic search for predictive prevention, on-policy, and off-policy reinforcement learning in real-time. We establish a conceptual layered architecture for a DT framework with decentralized implementation on cloud computing and enabled by artificial intelligence (AI) services for modeling and decision-making processes. The DT framework separates the control functions, deployed as a system of logically centralized process, from the physical devices under control, much like software-defined networking (SDN) in fifth generation (5G) wireless networks. To clarify the significance of DT in lowering the risk of development and deployment of innovative technologies on existing system, we discuss the application of implementing zero trust architecture (ZTA) as a necessary security framework in future data-driven communication networks.","This position paper elucidate unique characteristics and capabilities of a DT framework that enables realization of such promises as online learning of a physical environment, real-time monitoring of assets, Monte Carlo heuristic search for predictive prevention, on-policy, and off-policy reinforcement learning in real- time."
"Infrastructure as a service for a digital factory, smart factory and virtual factory of the Industry 4.0","https://scispace.com/paper/infrastructure-as-a-service-for-a-digital-factory-smart-q9o7xcha24","2019","Journal Article","","Danil Zakoldaev
A. G. Korobeynikov
A. V. Shukalov
I. O. Zharinov","10.1088/1742-6596/1333/7/072033","","The task is to create an infrastructure cloud service to support informatively the completion of project and production tasks in the Industry 4.0 companies. Infrastructure digital factory service has some program components which are necessary to create digital twins of items and cyber and physical systems. Infrastructure smart factory service has some components which are necessary for completion manufacturing of technological operations of the item in automatic mode with cyber and physical equipment. Infrastructure virtual factory service has some components which are necessary to control the item during its remote exploitation by personnel. There is a scheme how to organize cloud infrastructure which is the same for smart and digital factories which are the parts of the Industry 4.0 virtual factory.","The task is to create an infrastructure cloud service to support informatively the completion of project and production tasks in the Industry 4.0 companies."
"Towards Smart Manufacturing with Dynamic Dataspace Alignment","https://scispace.com/paper/towards-smart-manufacturing-with-dynamic-dataspace-alignment-3va01trv18","2020","Book Chapter","Conference on Advanced Information Systems Engineering","Donatella Firmani
Francesco Leotta
Federica Mandreoli
Massimo Mecella","10.1007/978-3-030-49165-9_5","","The technological foundation of smart manufacturing consists of cyber-physical systems and the Internet-of-Things (IoT). Despite smart manufacturing has become a key paradigm to promote the integration of manufacturing processes using digital technologies, the manufacturing processes themselves are designed by human experts in a traditional way and have limited ability to adapt their behavior to exceptional circumstances. We leverage the fact that each IoT device in a smart factory can be coupled with a digital twin – that is, a software artefact that faithfully represents the physical system using real-time sensor data – to envision a software architecture to support adaptation of the manufacturing process when divergence from reference practices occur.","This work leverages the fact that each IoT device in a smart factory can be coupled with a digital twin to envision a software architecture to support adaptation of the manufacturing process when divergence from reference practices occur."
"Towards a Reference Architecture for Leveraging Model Repositories for Digital Twins","https://scispace.com/paper/towards-a-reference-architecture-for-leveraging-model-3jrflvha50","2020","Proceedings Article","Emerging Technologies and Factory Automation","Daniel Lehner
Sabine Wolny
Alexandra Mazak-Huemer
Manuel Wimmer","10.1109/ETFA46521.2020.9212109","","In the area of Cyber-Physical Systems (CPS), the degree of complexity continuously increases mainly due to new key-enabling technologies supporting those systems. One way to deal with this increasing complexity is to create a digital representation of such systems, a so-called Digital Twin (DT), which virtually acts in parallel ideally across the entire life-cycle of a CPS. For this purpose, the DT uses simulated or real-time data to mimic operations, control, and may modify the CPS’s behaviour at runtime. However, building such DTs from scratch is not trivial, mainly due to the integration needed to deal with heterogeneous systems residing in different technological spaces. In order to tackle this challenge, Model-Driven Engineering (MDE) allows to logically model a CPS with its physical components. Usually, in MDE such ""logical models"" are created at design time which keep them detached from the deployed system during runtime. Instead of building bilateral solutions between each runtime environment and every engineering tool, a dedicated integration layer is needed which can deal with both, design and runtime aspects. Therefore, we present a reference architecture that allows on the one side to query data from model repositories to enrich the running system with design-time knowledge, and on the other side, to be able to reasoning about system states at runtime in design-time models. We introduce a model repository query and management engine as mediator and show its feasibility by a demonstration case.","A reference architecture that allows on the one side to query data from model repositories to enrich the running system with design- time knowledge, and on the other side, to be able to reasoning about system states at runtime in design-time models is presented."
"A Framework for Using Data as an Engineering Tool for Sustainable Cyber-Physical Systems","https://scispace.com/paper/a-framework-for-using-data-as-an-engineering-tool-for-oluzdkp4zo","2021","Journal Article","IEEE Access","Didem Gurdur Broo
Jennifer Schooling","10.1109/ACCESS.2021.3055652","","Smart infrastructure has the potential to revolutionise how infrastructure is delivered, managed and automatically controlled. Data and digital twins offer an opportunity to enable this revolution and secure sustainable future smart infrastructure. In this article, we discuss data as an engineering tool and propose to use data throughout the asset’s whole life cycle from identifying the need, planning and designing to construction, operation, integration and maintenance. This requires systems thinking where focus is not limited to the problems but rather constructs a systemic perspective to understand the interrelationships between components and systems. Future infrastructure is connected, intelligent and data-driven. To enable more sustainable decision-making, we should not only consider how to integrate different infrastructure elements but also use data to monitor, learn from and inform decisions. To this end, we present a case study where several assets, such as bridges, railways and transport systems are integrated, and data are curated for the purpose of aiding climate-conscious, sustainable decision-making. An example systems architecture for integration of different digital twins is explained and benefits of this data-driven, systemic perspective are discussed.","This article discusses data as an engineering tool and proposes to use data throughout the asset’s whole life cycle from identifying the need, planning and designing to construction, operation, integration and maintenance to enable more sustainable decision-making."
"Integration of Cyber-Physical Systems, Digital Twins and 3D Printing in Advanced Manufacturing: A Synergistic Approach","https://scispace.com/paper/integration-of-cyber-physical-systems-digital-twins-and-3d-1252yyq8yt","2024","Journal Article","American Journal of Engineering and Applied Sciences","Antreas Kantaros
Theodore Ganetsos","10.3844/ajeassp.2024.1.22","",": Thе dynamic fiеld of advancеd manufacturing has sееn a significant transformation with thе convеrgеncе of Cybеr-Physical Systеms (CPS), Digital Twins (DT) and 3D Printing tеchnologiеs. A comprеhеnsivе analysis of thе intеgration of thеsе cutting-еdgе tеchnologiеs is presented, highlighting thеir synеrgistic potеntial and thе impact on thе еcosystеm of industry 4.0. Thе intricatе intеrplay bеtwееn CPS, which amalgamatеs computing еlеmеnts with physical procеssеs, DT, which offеrs a virtual rеprеsеntation of physical assеts and 3D printing, which еnablеs on-dеmand fabrication of complеx structurеs is еxaminеd. Thus, thе crucial rolе of this intеgratеd approach in еnhancing production еfficiеncy, product customization and ovеrall systеm rеsiliеncе is inderscored. Thе discussion rеvolvеs around thе sеamlеss data еxchangе facilitatеd by CPS, еnabling rеal-timе monitoring, control and optimization, couplеd with thе prеdictivе insights dеrivеd from thе virtual rеprеsеntation of DT. Morеovеr, thе transformativе impact of 3D printing is еlucidatеd, in achiеving unprеcеdеntеd dеsign flеxibility, rapid prototyping and cost-еffеctivе small-batch production. Furthеrmorе, this study еxaminеs thе challеngеs and opportunitiеs associatеd with thе convеrgеncе of thеsе tеchnologiеs, еmphasizing thе critical nееd for robust cybеrsеcurity mеasurеs, standardizеd communication protocols and scalablе infrastructural support. This manuscript contributеs to thе ongoing discoursе on thе futurе of advancеd manufacturing, undеrscoring thе transformativе potеntial of a synеrgistic approach in driving innovation and compеtitivеnеss in thе global industrial landscapе.","This study highlights the crucial rol of this intеgratеd approach in еnhancing production еfficiеncy, product customization and ovеrall systеm rеsiliеncе is inderscored, and uncovers the need for robust cybеrsеcurity mеasurеs, standardizеd communication protocols and scalablе infrastructural support."
"IoT-Enabled Living Digital Twin Modeling","https://scispace.com/paper/iot-enabled-living-digital-twin-modeling-43fykfyjvm","2020","Book Chapter","","Sujit Rokka Chhetri
Mohammad Abdullah Al Faruque","10.1007/978-3-030-37962-9_8","","A digital twin is the virtual replica of a physical system. Digital twins are useful because they provide models and data for design, production, operation, diagnostics, and prognostics of machines and products. Traditionally, building a digital twin requires many built-in sensors to monitor various physical phenomena associated with cyber-physical systems such as vibration, energy consumption, etc. However, many legacy manufacturing systems do not have multi-physics sensors built-in by default. Moreover, it might not be feasible to intrusively place sensors in these systems after they are manufactured. To bring the advantages of digitalization to legacy manufacturing systems, in this chapter, we present an Internet-of-Things (IoT) based methodology to build digital twins using an indirect medium such as side-channels, which can localize anomalous faults and infer the quality of the products being manufactured while keeping itself up-to-date. We achieve this by exploring and utilizing the side-channels (emissions such as acoustics, power, magnetic, etc.) of the system that unintentionally reveal the cyber and physical state of the system.","This chapter presents an Internet-of-Things (IoT) based methodology to build digital twins using an indirect medium such as side-channels, which can localize anomalous faults and infer the quality of the products being manufactured while keeping itself up-to-date."
"An Integrated Platform for Multi-Model Digital Twins","https://scispace.com/paper/an-integrated-platform-for-multi-model-digital-twins-idlmbo329r5w","","","","Somayeh Malakuti
Reuben Borrison
Arzam Kotriwala
Benjamin Kloepper
Erik Nordlund
Kristian Ronnberg","10.1145/3494322.3494324","","The notion of Digital Twin is known as a means to access otherwise dispersed lifecycle data of industrial devices, and enabling advanced reasoning on top of the data via various kinds of models (e.g. machine learning, simulation). Despite many studies on digital twins, there is still a need for common architectures, platforms and information meta-modelling that enable defining various lifecycle data in a harmonized way, as well as integrating the information with machine learning and simulation models; a gap that is filled by this paper. Our approach for the integration of various digital twin models addresses three known technical debt in machine learning systems: data pipeline jungle, undeclared/unstable data dependencies and undeclared consumers. Adopting such an integrated digital twin platform can reduce the required time and effort to develop and maintain digital twin-based solutions, as well as laying a foundation to support a variety of digital twin-based use cases.","This paper proposes an integrated platform for multi-model digital twins, addressing technical debt in machine learning systems and enabling harmonized lifecycle data integration with machine learning and simulation models for efficient digital twin-based solution development and maintenance."
"A framework for Model-Driven Engineering of resilient software-controlled systems","https://scispace.com/paper/a-framework-for-model-driven-engineering-of-resilient-3ewnmu1rmw","2021","Journal Article","Computing","Jacopo Parri
Fulvio Patara
Samuele Sampietro
Enrico Vicario","10.1007/S00607-020-00841-6","","Emergent paradigms of Industry 4.0 and Industrial Internet of Things expect cyber-physical systems to reliably provide services overcoming disruptions in operative conditions and adapting to changes in architectural and functional requirements. In this paper, we describe a hardware/software framework supporting operation and maintenance of software-controlled systems enhancing resilience by promoting a Model-Driven Engineering (MDE) process to automatically derive structural configurations and failure models from reliability artifacts. Specifically, a reflective architecture developed around digital twins enables representation and control of system Configuration Items properly derived from SysML Block Definition Diagrams, providing support for variation. Besides, a plurality of distributed analytic agents for qualitative evaluation over executable failure models empowers the system with runtime self-assessment and dynamic adaptation capabilities. We describe the framework architecture outlining roles and responsibilities in a System of Systems perspective, providing salient design traits about digital twins and data analytic agents for failure propagation modeling and analysis. We discuss a prototype implementation following the MDE approach, highlighting self-recovery and self-adaptation properties on a real cyber-physical system for vehicle access control to Limited Traffic Zones.","A hardware/software framework supporting operation and maintenance of software-controlled systems enhancing resilience by promoting a Model-Driven Engineering (MDE) process to automatically derive structural configurations and failure models from reliability artifacts."
"TiLA: Twin-in-the-Loop Architecture for Cyber-Physical Production Systems","https://scispace.com/paper/tila-twin-in-the-loop-architecture-for-cyber-physical-1rj5r1dy27","2019","Proceedings Article","International Conference on Computer Design","Heejong Park
Arvind Easwaran
Sidharta Andalam","10.1109/ICCD46524.2019.00019","","Digital twin is a virtual replica of a real-world object that lives simultaneously with its physical counterpart. Since its first introduction in 2003 by Grieves, digital twin has gained momentum in a wide range of applications such as industrial manufacturing, automotive and artificial intelligence. However, many digital-twin-related approaches, found in industries as well as literature, mainly focus on modelling individual physical things with high-fidelity methods with limited scalability. In this paper, we introduce a digital-twin architecture called TiLA (Twin-in-the-Loop Architecture). TiLA employs heterogeneous models and online data to create a digital twin, which follows a Globally Asynchronous Locally Synchronous (GALS) model of computation. It facilitates the creation of a scalable digital twin with different levels of modelling abstraction as well as giving GALS formalism for execution strategy. Furthermore, TiLA provides facilities to develop applications around the twin as well as an interface to synchronise the twin with the physical system through an industrial communication protocol. A digital twin for a manufacturing line has been developed as a case study using TiLA. It demonstrates the use of digital twin models together with online data for monitoring and analysing failures in the physical system.","A digital-twin architecture called TiLA (Twin-in-the-Loop Architecture) is introduced, which facilitates the creation of a scalable digital twin with different levels of modelling abstraction as well as giving GALS formalism for execution strategy."
"QUILT: quality inference from living digital twins in IoT-enabled manufacturing systems","https://scispace.com/paper/quilt-quality-inference-from-living-digital-twins-in-iot-28ihvv0cjy","2019","Proceedings Article","The Internet of Things","Sujit Rokka Chhetri
Sina Faezi
Arquimedes Canedo
Mohammad Abdullah Al Faruque","10.1145/3302505.3310085","","A Digital twin is the virtual replica of a physical system. Digital twins are useful because they provide models and data for design, production, operation, diagnostics, and prognostics of machines and products. Traditionally, building a digital twin requires many built-in sensors to monitor various physical phenomena associated with cyber-physical systems such as vibration, energy consumption, etc. However, many legacy manufacturing systems do not have multi-physics sensors built-in by default. Moreover, it might not be feasible to intrusively place sensors in these systems after they are manufactured. To bring the advantages of digitalization to legacy manufacturing systems, this paper contributes with an Internet-of-Things (IoT) based methodology to build digital twins using an indirect medium such as side-channels, which can localize anomalous faults and infer the quality of the products being manufactured while keeping itself up-to-date. We achieve this by exploring and utilizing the side-channels (emissions such as acoustics, power, magnetic, etc.) of the system that unintentionally reveal the cyber and physical state of the system. To validate our methodology, in this paper, we focus on building a digital twin model of a Fused-Deposition Modeling (FDM) based Cartesian additive manufacturing system. The proposed methodology achieves 83.09% accuracy in anomaly localization. To the best of our knowledge, this is the first work demonstrating the possibility of modeling and maintaining a living digital twin of a manufacturing system by extracting information from the side-channels using low-end IoT sensors.","This paper contributes with an Internet-of-Things (IoT) based methodology to build digital twins using an indirect medium such as side-channels, which can localize anomalous faults and infer the quality of the products being manufactured while keeping itself up-to-date."
"A Four-Layer Architecture Pattern for Constructing and Managing Digital Twins","https://scispace.com/paper/a-four-layer-architecture-pattern-for-constructing-and-3ljawsotyn","2019","Book Chapter","European Conference on Software Architecture","Somayeh Malakuti
Johannes Schmitt
Marie Platenius-Mohr
Sten Grüner
Ralf Gitzel
Prerna Bihani","10.1007/978-3-030-29983-5_16","","The promise of a digital twin is to make asset lifecycle information accessible by providing a single access point to the information. Thereby, it reduces the required time and effort and enables new data-intensive use cases. This paper provides an abstract four-layer architecture pattern to construct digital twins and to incorporate information from various kinds of sources. The pattern is designed to be flexibly extensible with new information sources and can flexibly support new kinds of proprietary or standard information. We discuss various alternatives to implement the pattern and provide an example realization based on microservices and OPC UA.","An abstract four-layer architecture pattern to construct digital twins and to incorporate information from various kinds of sources is provided, designed to be flexibly extensible with new information sources and can flexibly support new kinds of proprietary or standard information."
"A Triple Human-Digital Twin Architecture for Cyber-Physical Systems","https://scispace.com/paper/a-triple-human-digital-twin-architecture-for-cyber-physical-1inyx1d2","2022","Journal Article","","Duansen Shangguan
Liping Chen
Chang-bing Su
Jianwan Ding
Chan Liu","10.32604/cmes.2022.018979","","With the development of information and communication technology and the advent of the Internet of Things (IoT) era, cyber-physical system (CPS) is becoming the trend of products or systems. The deep integration and real-time interaction between the physical world and the virtual world expand system functions. Although there are some CPS implementation guidelines, the virtual world is still relatively abstract compared to the concrete physical world that can be touched through the IoT. Besides that, human is a non-negligible CPS endogenous interactive intelligent component. In this paper, we propose a triple human-digital twin architecture, where the physical objects and the digital twins that are the projections of the physical entities establish the cornerstone of human functioning together. And the hierarchically distributed digital twins grow dynamically with the physical entities along the lifecycle. Furthermore, the interaction and collaboration among the physical objects, the digital twins, and the humans in their respective worlds (the expected world, the interpreted world, and the physical world) integrate the full value chain of the products in anticipation of seamless synergy. Finally, we present a power management digital companion platform for the lunar probe to demonstrate the efficacy of the architecture.","This paper proposes a triple human-digital twin architecture, where the physical objects and the digital twins that are the projections of the physical entities establish the cornerstone of human functioning together and the hierarchically distributed digital twins grow dynamically with thephysical entities along the lifecycle."
